first,second,result
Lumberjack,Iceberg,Ice
Lumberjack,Holy Water,Jesus
Lumberjack,Jet,Pilot
Lumberjack,Honey,Beekeeper
Lumberjack,Kiln,Wood
Lumberjack,Land,Tree
Lumberjack,Kite,Wood
Lumberjack,Lizard,Gecko
Lumberjack,Mirage,Tree
Lumberjack,Lunar,Moon
Lumberjack,Mummy,Zombie
Lumberjack,Palm Tree,Coconut
Lumberjack,Mountain Dew,Mountain Man
Lumberjack,Paper,Book
Lumberjack,Perfume,Wood
Lumberjack,Rainbow,Leprechaun
Lumberjack,Pencil,Pencil
Lumberjack,Sail,Pirate
Lumberjack,Prayer,Monk
Lumberjack,Snowman,Wood
Lumberjack,Satellite,GPS
Lumberjack,Steam Engine,Train
Lumberjack,Space Ship,Alien
Lumberjack,Submarine,Wooden Submarine
Lumberjack,Thunder,Thor
Lumberjack,Titanic,Iceberg
Lumberjack,Surfer,Tree
Lumberjack,Venus Flytrap,Wood
Lumberjack,Werewolf,Werewolf
Lumberjack,Vineyard,Wine
Lumberjack,Wall,Wood
Lumberjack,Vine,Grape
Lumberjack,Wish,Genie
Lumberjack,Yellowstone,Firefighter
Lumberjack,Algae,Wood
Lumberjack,Zephyr,Wood
Lumberjack,Alligator,Crocodile
Lumberjack,Apple,Wood
Lumberjack,Aquarium,Fisherman
Lumberjack,Bee,Honey
Lumberjack,Axe,Wood
Lumberjack,Bird,Woodpecker
Lumberjack,Bulldozer,Tree
Lumberjack,Broom,Witch
Lumberjack,Bullet Train,Chainsaw
Lumberjack,Bomb,Woodcutter
Lumberjack,Bubbles,Wood
Lumberjack,Campfire,Smoke
Lumberjack,Candle,Fireman
Lumberjack,Burn,Fireman
Lumberjack,Captain Nemo,Paul Bunyan
Lumberjack,Canyon,Log
Lumberjack,Carnivorous Plant,Venus Flytrap
Lumberjack,Castle,Wood
Lumberjack,Chimney,Santa
Lumberjack,Ceramic,Toilet
Lumberjack,Cigarette,Fire
Lumberjack,Cigar,Paul Bunyan
Lumberjack,Coconut,Monkey
Lumberjack,Compost,Tree
Lumberjack,Cough,Woodchuck
Lumberjack,Crocodile,Alligator
Lumberjack,Crayon,Log
Lumberjack,Crop,Wood
Lumberjack,Crystal,Diamond
Lumberjack,Date,Wood
Lumberjack,Drawing,Carpenter
Lumberjack,Dinosaur,Wood
Lumberjack,Duck,Wood Duck
Lumberjack,Crescent,Moon
Lumberjack,Firebird,Phoenix
Lumberjack,Dustbin,Wood
Lumberjack,Fire Station,Fireman
Lumberjack,Fire Trap,Fireman
Lumberjack,Fire Tornado,Fireman
Lumberjack,Flame,Fireman
Lumberjack,Flamethrower,Fireman
Lumberjack,Flour,Bread
Lumberjack,Flying,Woodpecker
Lumberjack,Flood,Noah
Lumberjack,Flying Saucer,Alien
Lumberjack,Geothermal,Volcano
Lumberjack,Geysers,Volcano
Lumberjack,Furnace,Wood
Lumberjack,Grass,Hay
Lumberjack,Hangover,Paul Bunyan
Lumberjack,Giant Venus Flytrap,Tree
Lumberjack,Grape,Wine
Lumberjack,Ghost,Saw
Lumberjack,High,Tree
Lumberjack,Hawaii,Surfer
