first,second,result
Bulb,Cottonseed,Oil
Cool,Bulb,Fridge
Bulb,Cosmos,Star
Bulb,Cowboy,Lamp
Cork,Bulb,Bottle
Bulb,Cross,Tesla
Crack,Bulb,Lightning
Bulb,Communion,Vampire
Bulb,Cruise Ship,Titanic
Bulb,Crop Duster,Sun
Bulb,Crabgrass,Weed
Crispy,Bulb,Chip
Bulb,Crumb,Light
Bulb,Cucumber,Pickle
Crane,Bulb,Tower
Bulb,Crypt,Vampire
Bulb,Crystal Ball,Genie
Bulb,Crayfish,Crayon
Crayonado,Bulb,Lightning
Bulb,Dalai Lama,Buddha
Bulb,Cupid,Lightning
Bulb,Daddy,Light
Bulb,Cthulhu,Tentacle
Bulb,Cybertron,Optimus Prime
Cybernetic,Bulb,Cyborg
Bulb,Daffodil,Flower
Bulb,Cup,Lightbulb
Bulb,Dagger,Lightning
Bulb,Cut,Light
Bulb,Dandelion Island,Light
Bulb,Dandelight,Sun
Bulb,Curse,Vampire
Bulb,Daffy,Daffodil
Bulb,Death Star,Darth Vader
Bulb,Darkness,Light
Bulb,Dill,Pickle
Bulb,Dandelion Soup,Sun
Bulb,Dandelion Roll,Dandelion
Bulb,Dark Matter,Black Hole
Bulb,Dandylion,Sun
Bulb,Diamond Sword,Light Sword
Demon,Bulb,Vampire
Bulb,Dessert,Cake
Bulb,Dark Side,Dark Bulb
Bulb,Derail,Light
Bulb,Date Palm,Oasis
Bulb,Dandelion Weed,Dandelion
Bulb,Dragon Trap,Light
Druid,Bulb,Plant
Bulb,Dionysus,Wine
Bulb,Dinner,Light
Bulb,Double Rainbow,Rainbow
Bulb,Dragon Roll,Sushi
Bulb,Dragon Fruit,Light
Bulb,Don Quixote,Windmill
Bulb,Damn,Light
Dragon Tornado,Bulb,Tornado
Bulb,Discovery,Light
Dirt Bike,Bulb,Motorcycle
Bulb,Djinn,Genie
Bulb,Driving,Car
Bulb,Drunken Dragon,Hangover
Bulb,Duck And Cover,Duck
Dump,Bulb,Trash
Bulb,Dustbuster,Vacuum
Bulb,Dust Allergy,Sneeze
Bulb,Drunken Master,Lamp
Bulb,Duck Sauce,Lightbulb
Bulb,Dustnado,Tornado
Bulb,Dusty,Lamp
Bulb,Dyson,Vacuum
Bulb,Dune Buggy,Lightning Bug
Bulb,Drunken,Light
Bulb,Dustover,Light
Bulb,Dust Weed,Flower
Bulb,Elon Musk,Tesla
Bulb,Electric Car,Tesla
Bulb,Dry,Light
Bulb,Europe,Edison
Electric Teapot,Bulb,Light
Bulb,Ecosystem,Plant
Bulb,Easter,Egg
Bulb,Echo,Megaphone
Bulb,Electric Train,Lightning
Evil,Bulb,Vampire
Bulb,Electric Engine,Light
Bulb,Emperor,Lightbulb
Bulb,Excalibur,Light
Bulb,Edelweiss,Light
Ent,Bulb,Plant
Bulb,Family,Lamp
Bulb,Factory,Light
Bulb,Feather,Lightning
Bulb,Eye,Idea
Bulb,Fighter,Lightning
Fairy Tale,Bulb,Genie
Bulb,Fault,Lightning
Fanatic,Bulb,Cult
Bulb,Fire Dance,Firefly
Finland,Bulb,Nokia
Bulb,Fire Axe,Torch
Bulb,Fire Duck,Firefly
Bulb,Fire Cone,Light
Bulb,Firetruck,Fire
Bulb,Fire Water,Light
Bulb,Fire Ski,Snowman
Bulb,Fire Storm,Lightning
Firekraken,Bulb,Lightning
Bulb,Fire Engine,Light
Bulb,Fish Soup,Light
Bulb,FireFox,Firefox
Bulb,Fire Ghost,Light
Bulb,Firewall,Light
Bulb,Fire Weed,Cannabis
Bulb,Fireplane,Fire
Bulb,Feed,Plant
Bulb,Flash,Camera
Bulb,Fishstick,Lightbulb
Bulb,Flu,Fever
Flat Rock,Bulb,Lightning
Fire Lily,Bulb,Flower
Bulb,Flip Flop,Sandal
Bulb,Flambé,Light
Fjord Flytrap,Bulb,Venus Flytrap
Flowerpot,Bulb,Plant
Bulb,Flying Cow,UFO
Flame Sword,Bulb,Light Sword
Bulb,Flat Road,Street Light
Bulb,Flying Fish Sushi,Lightbulb
Bulb,Flying Roast Duck,Light
Bulb,Flypaper,Light
Bulb,Flying Spaghetti Monster,Light
Bulb,Flying Machine,UFO
Flying Sand,Bulb,Genie
Bulb,Flying Whale,UFO
Bulb,Flying Fjord,Lightning
Bulb,Flying Frog,Lightning
Bulb,Flying Plant,Flying Bulb
Bulb,Flytrap,Venus
Bulb,Flying Fisherman,Lightning
Bulb,Flying Ice Cream Cone,Lightning
Bulb,Flying Pelican,Lightbulb
Bulb,Frankenstein,Lightning
Bulb,Freedom,Light
Bulb,Frat Party,Blackout
Bulb,Frank Herbert,Dune
Bulb,Frozen,Ice
Bulb,Fondue,Cheese
Bulb,Frosting,Cake
Bulb,Frisbee,Light
Bulb,Fruit Fly,Light
Fountain of Youth,Bulb,Eternal Life
Bulb,Fruit Tree,Apple
Bulb,Freezer,Ice
Bulb,Fridge,Light
Bulb,Gargoyle,Gargoyle
Bulb,Gale,Windmill
Bulb,GPS,Satellite
Bulb,Flat,Flatulence
Bulb,Gator,Crocodile
Bulb,Future,Light
Bulb,Garbage,Trash
Bulb,Gas,Light
Bulb,Fun,Light
Garbage Truck,Bulb,Light
Bulb,Garnet,Ruby
Bulb,Gate,Light
Bulb,Gasoline,Fire
Bulb,Geothermal Power Plant,Electricity
Gold,Bulb,Lamp
Bulb,Glass Slipper,Cinderella
Bulb,Goblin,Goblin
Bulb,Global Warming,Sun
Bulb,Fulgurite,Lightning
Bulb,Google Earth,Google
Bulb,Googleplex,Google
Bulb,Gollum,Ring
Bulb,Ghost Ship,Lighthouse
Bulb,Glasser,Light
Gnome Village,Bulb,Gnome
Bulb,Gone With The Wind,Tornado
Googol,Bulb,Lightyear
Bulb,Glowworm,Light
Bulb,Green,Plant
Bulb,Hades,Lightning
Bulb,Hack,Hacker
Bulb,Gorgon,Medusa
Bulb,Hair,Afro
Bulb,Great Wall Of China,China
Bulb,Green Tea,Green Tea Latte
Gun,Bulb,Flash
Bulb,Greatsword,Lightning
Bulb,Guillotine,Light
Bulb,Gunpowder,Bomb
Bulb,Gosling,Swan
Bulb,Hail,Snow
Bulb,Grinder,Lamp
Bulb,Harbor,Lighthouse
Heaven,Bulb,Sun
Bulb,Hedge,Hedgehog
Bulb,Haunted House,Ghost
Bulb,Heart,Love
Bulb,Hash,Light
Bulb,Hashish,Joint
Bulb,Hangar,Airplane
Bulb,Harvest,Light
Bulb,Glue,Lightbulb
Bulb,Headache,Light
Bulb,Heat,Light
Bulb,Haystack,Scarecrow
Bulb,Hammerhead,Lightbulb
Bulb,Holy Dandelion Wine,Light
Bulb,Hell,Lightbulb
Bulb,Heidi,Light
Bulb,Herd,Sheep
Hill,Bulb,Volcano
Bulb,Holy Drunk,Wine
Bulb,Holy Smoke,Angel
Bulb,Highway,Streetlight
Bulb,Hieroglyph,Lightbulb
Bulb,Holland,Tulip
Bulb,Hearth,Lamp
Bulb,Holy Beer,Light
Bulb,Holy Dandelion,Sun
Bulb,Holy Weed,Light
Bulb,Hot Tub,Sauna
Bulb,Hot Chocolate,Cup
Honeymoon,Bulb,Honeymoon
Bulb,Horse,Lightning
Bulb,Hot Monkey,Lightbulb
Bulb,Hula Hoop,Lamp
Bulb,Hot Water,Soup
Hot Sauce,Bulb,Chili
Bulb,Hot,Light
Hot Air,Bulb,Light
Bulb,Hot Dog,Lightbulb
Bulb,Hidden,Light
Bulb,Hot Tea,Light
Bulb,Hoover Dam,Electricity
Bulb,Ice Dragon,Ice Lamp
Bulb,Ice Cream Sandwich,Lightbulb
Hydrogen,Bulb,Hydroelectricity
