first,second,result
Celebration,Muddy Wine,Mud
Celebration,Mud Station,Mud Party
Celebration,Muddy,Mud
Celebration,Muddy Wind Farm,Muddy Wind Farm
Celebration,Narcissus,Narcissism
Celebration,Multiverse,Party
Celebration,Narwhal,Unicorn
Celebration,Niagara Falls,Honeymoon
Celebration,Ninja,Party
Celebration,Observatory,Telescope
Celebration,Odin,Ragnarok
Celebration,Nautilus,Party
Celebration,Mudweed,Mud
Celebration,Olympus Mons,Mars
Celebration,Oil Drum,Oil Spill
Celebration,Oven,Cake
Celebration,Olympus,Zeus
Celebration,Old Faithful,Yellowstone
Celebration,Oxygen,Party
Celebration,Paddy,St. Patrick’s Day
Celebration,Painting,Art
Celebration,Papyrus,Party
Celebration,Palace,Wedding
Celebration,Paradise,Heaven
Celebration,Pelican,Party
Celebration,Pasta,Spaghetti
Celebration,Pea,Party
Celebration,Pickle,Dill
Celebration,Photoshop,Photoshop
Celebration,Pharaoh,Mummy
Celebration,Pencil Sharpener,Pencil
Celebration,Piggyback,Pig
Celebration,Periscope,Telescope
Celebration,Pigpen,Pig
Celebration,Pilot,Parade
Celebration,Piglet,Pig Party
Celebration,Pineapple,Luau
Celebration,Pine,Christmas Tree
Celebration,Piranha Plant,Piranha Plant
Celebration,Pipe,Smoke
Celebration,Pirate Ship,Pirate Party
Celebration,Plantea,Earth Day
Celebration,Plesiosaur,Party
Celebration,Pool,Party
Celebration,Pope,Mardi Gras
Celebration,Pluto,Party
Celebration,Potato,Vodka
Celebration,Pork,Bacon
Celebration,Pressure,Party
Celebration,Power,Party
Celebration,Priest,Wedding
Celebration,Prince,Wedding
Celebration,Prism,Rainbow
Celebration,Prison,Party
Celebration,Pterodactyl,Party
Celebration,Quasar,Party
Celebration,Pudding,Birthday
Celebration,Quicksand,Party
Celebration,Race,Marathon
Celebration,Pufferfish,Poison
Celebration,Raft,Party
Celebration,Railroad,Train
Celebration,Rally,Parade
Celebration,Reflection,New Year
Celebration,Resin,Party
Celebration,Rice Field,Harvest
Celebration,Refrigerator,Party
Celebration,Rainbow Trout,Salmon
Celebration,Roast Duck,Chinese New Year
Celebration,Rubber,Balloon
Celebration,Road,Parade
Celebration,Ruby,Birthstone
Celebration,Ruins,Party
Celebration,Sacrifice,Festival
Celebration,Rust,Rusty
Celebration,Sailor,Pirate
Celebration,Saint,Party
Celebration,Sake,Hangover
Celebration,Salmon,Smoked Salmon
Celebration,Salad,Caesar
Celebration,Salt Lick,Cow
Celebration,Sand Dunes,Burning Man
Celebration,Rings,Wedding
Celebration,Sandwich,Sandwich
Celebration,Sculpture,Statue
Celebration,Sandal,Flip Flop
Celebration,Sandstone,Pyramid
Celebration,Santa,Christmas
Celebration,Sea Star,Party
Celebration,Shaman,Party
Celebration,Seaplane,Airshow
Celebration,Shards,Confetti
Celebration,Singularity,Party
Celebration,Sharktopus,Sharknado
Celebration,Sharkicane,Sharknado
Celebration,Sink,Party
Celebration,Sea Dandelion,Seaweed
Celebration,Smoke Detector,Fireworks
Celebration,Smoke Signal,Fireworks
Celebration,Sky Castle,Fireworks
Celebration,Smoking,420
Celebration,Smurf,Party
Celebration,Snowboard,Snowman
Celebration,Snowplow,Snowman
Celebration,Snowflake,Snowman
Celebration,Snowpocalypse,Snowman
Celebration,Soda,Party
Celebration,Sodium,Party
Celebration,Space Farm,Party
Celebration,Space Shuttle,Fireworks
Celebration,Solar Dust,Party
Celebration,Spaceship,Alien
Celebration,Speed,Race
Celebration,Sperm,Baby
Celebration,SpongeBob,Party
Celebration,Squid,Party
Celebration,Statue of Liberty,New York
Celebration,Steam Dragon,Steampunk
Celebration,Steam Punk,Steampunk
Celebration,Steam Train,Steampunk
