first,second,result
Papyrus,Mountain Bush,Nothing
Muddy Teapot,Mountain Bush,Nothing
Paradise,Mountain Bush,Nothing
Observatory,Mountain Bush,Telescope
Mountain Bush,Pasta,Spaghetti
Mountain Bush,Pearl,Oyster
Mountain Bush,Pencil Sharpener,Mount Rushmore
Mountain Bush,Pharaoh,Sphinx
Olympus Mons,Mountain Bush,Mt. Olympus
Photoshop,Mountain Bush,Nothing
Pickle,Mountain Bush,Nothing
Mountain Bush,Painting,Nothing
Mountain Bush,Pine,Nothing
Pilot,Mountain Bush,Airplane
Mountain Bush,Periscope,Mountain
Pipe,Mountain Bush,Smoking Mountain
Mountain Bush,Piranha Plant,Nothing
Plantation,Mountain Bush,Tea
Pea,Mountain Bush,Nothing
Mountain Bush,Pineapple,Pineapple
Pool,Mountain Bush,Waterfall
Pirate Ship,Mountain Bush,Mountain
Pope,Mountain Bush,Shrub
Potato,Mountain Bush,Mountain
Power,Mountain Bush,Volcano
Priest,Mountain Bush,Nothing
Prince,Mountain Bush,Nothing
Plantea,Mountain Bush,Mountain
Pressure,Mountain Bush,Volcano
Plesiosaur,Mountain Bush,Mountain
Mountain Bush,Pigpen,Nothing
Prism,Mountain Bush,Nothing
Pterodactyl,Mountain Bush,Nothing
Mountain Bush,Race,Marathon
Radio,Mountain Bush,Radio Tower
Pufferfish,Mountain Bush,Mountain
Mountain Bush,Quasar,Nothing
Mountain Bush,Raisin,Nothing
Quicksand,Mountain Bush,Slow
Mountain Bush,Rainbow Trout,Salmon
Prison,Mountain Bush,Shrub
Mountain Bush,Rice Field,Nothing
Refrigerator,Mountain Bush,Yeti
Rally,Mountain Bush,Mountain Rally
Romance,Mountain Bush,Rose
Raft,Mountain Bush,Nothing
Resin,Mountain Bush,Incense
Mountain Bush,Ruins,Stonehenge
Roast Duck,Mountain Bush,Mountain Dew
Sailor,Mountain Bush,Nothing
Rings,Mountain Bush,Mount Rushmore
Mountain Bush,Ruby,Ruby Mountain
Sand Dragon,Mountain Bush,Nothing
Rust,Mountain Bush,Mountain
Salt Lick,Mountain Bush,Goat
Sandstone,Mountain Bush,Rock
Santa,Mountain Bush,Yeti
Sandal,Mountain Bush,Mountain
Sea Dandelion,Mountain Bush,Mountain
Sea Dragon,Mountain Bush,Nothing
Mountain Bush,Seaplane,Mountain
Mountain Bush,Shards,Stone
Sake,Mountain Bush,Sake Bomb
Mountain Bush,Shrub,Tree
Mountain Bush,Sinking,Sinking Bush
Mountain Bush,Sky Castle,Nothing
Sharkicane,Mountain Bush,Mountain Bush
Smoke Detector,Mountain Bush,Nothing
Mountain Bush,Singularity,Nothing
Mountain Bush,Smoking,Volcano
Smurf,Mountain Bush,Smurf Village
Snowboard,Mountain Bush,Nothing
Mountain Bush,Salad,Nothing
Smoke Signal,Mountain Bush,Nothing
Soda,Mountain Bush,Mountain Dew
Snowpocalypse,Mountain Bush,Nothing
Solar Dust,Mountain Bush,Nothing
Space Shuttle,Mountain Bush,Nothing
Sodium,Mountain Bush,Nothing
Spaceship,Mountain Bush,Nothing
Space Farm,Mountain Bush,Moon
Speed,Mountain Bush,Nothing
Snowflake,Mountain Bush,Avalanche
SpongeBob,Mountain Bush,Spongebob Squarepants
Squid,Mountain Bush,Nothing
Statue of Liberty,Mountain Bush,Nothing
Mountain Bush,Space Weed,Moon
Steam Punk,Mountain Bush,Steam Punk
Station,Mountain Bush,Train
Steamship,Mountain Bush,Nothing
Sunami,Mountain Bush,Nothing
Stench,Mountain Bush,Mountain
Stonehenge,Mountain Bush,Stonehenge
Surge,Mountain Bush,Avalanche
Sunrise,Mountain Bush,Mountain
Swamp Fire,Mountain Bush,Nothing
Mountain Bush,Swan,Cygnus
Mountain Bush,Supercontinent,Pangaea
Sundae,Mountain Bush,Mt. Rushmore
Mountain Bush,Sweat,Sweatshirt
Mountain Bush,Tarzan,Ape
Tadpole,Mountain Bush,Frog
Mountain Bush,Thor,Nothing
Thunderbird,Mountain Bush,Nothing
Mountain Bush,Sperm,Nothing
Tidal Wave,Mountain Bush,Tsunami
Mountain Bush,Tiamat,Mountain
Mountain Bush,Toad,Nothing
Tomato,Mountain Bush,Nothing
Time Travel,Mountain Bush,Mountain Bush
Mountain Bush,Titan,Atlas
Torch,Mountain Bush,Nothing
Tornado Fish,Mountain Bush,Nothing
Trash,Mountain Bush,Yeti
Toxic Waste,Mountain Bush,Nothing
Turtle,Mountain Bush,Tortoise
Tutankhamun,Mountain Bush,Sphinx
Swamp Venus,Mountain Bush,Mt. Fuji
Twister,Mountain Bush,Nothing
Triton,Mountain Bush,Mountain
Treasure Map,Mountain Bush,Gold
Vapor,Mountain Bush,Cloud
Vape,Mountain Bush,Smoke
Vatican,Mountain Bush,Pope
Valkyrie,Mountain Bush,Nothing
Toast,Mountain Bush,Mountain Dew
Warmth,Mountain Bush,Fire
Vesuvius,Mountain Bush,Nothing
Vodka,Mountain Bush,Abominable Snowman
Mountain Bush,Virus,Coronavirus
Wet,Mountain Bush,Moss
Whiskey,Mountain Bush,Moonshine
Wheel,Mountain Bush,Car
Wish Upon A Star,Mountain Bush,Yeti
Wax,Mountain Bush,Candle
Whirlpool,Mountain Bush,Volcano
Windsurfing,Mountain Bush,Surfing
Wolfsbane,Mountain Bush,Nothing
Wormhole,Mountain Bush,Nothing
Mountain Bush,Windshield,Mountain Bush
Mountain Bush,Yacht,Yacht
Worship,Mountain Bush,Nothing
Mountain Bush,Witch,Wizard
Mountain Bush,Zeus,Lightning
Mountain Bush,Zeppelin,Nothing
Mountain Bush,Zephyr Train,Nothing
Zoo,Mountain Bush,Yeti
Absinthe,Mountain Bush,Nothing
Aeon,Mountain Bush,Mountain
Air Conditioner,Mountain Bush,Snow
Mountain Bush,Wolf Pack,Werewolf
Mountain Bush,Air Dragon,Nothing
Aircraft Carrier,Mountain Bush,Nothing
Alice,Mountain Bush,Nothing
Air,Mountain Bush,Cloud
Accident,Mountain Bush,Avalanche
Aloe,Mountain Bush,Nothing
840,Mountain Bush,840
Albatross,Mountain Bush,Albatross Bush
Mountain Bush,Allergies,Hay Fever
Mountain Bush,Altar,Nothing
Alphabet,Mountain Bush,Nothing
Ammolite,Mountain Bush,Nothing
Amphibian,Mountain Bush,Nothing
Alpha,Mountain Bush,Alpha Bush
Amphibious Car,Mountain Bush,Nothing
Animal,Mountain Bush,Bear
Anchor,Mountain Bush,Mountain
Anemone,Mountain Bush,Cactus
Mountain Bush,Amphicar,Amphicar
Mountain Bush,Antfly,Nothing
Ant Hill,Mountain Bush,Mountain
Antimatter,Mountain Bush,Nothing
Ape,Mountain Bush,Nothing
Apollo,Mountain Bush,Nothing
Apple Juice,Mountain Bush,Nothing
Mountain Bush,Ammonia,Ammonia
Apple Orchard,Mountain Bush,Nothing
Mountain Bush,Aquaman,Nothing
Ares,Mountain Bush,Nothing
Antelope,Mountain Bush,Antelope
Ashes,Mountain Bush,Nothing
Arrowhead,Mountain Bush,Nothing
Mountain Bush,Archangel,Angel
Mountain Bush,Asteroid,Nothing
Mountain Bush,Astronomer,Telescope
Mountain Bush,Atlas,Mountain
Ark,Mountain Bush,Noah
Audrey Iii,Mountain Bush,Nothing
Australia,Mountain Bush,Nothing
Aurora,Mountain Bush,Mountain
Ash Ketchum,Mountain Bush,Ash Mountain
Mountain Bush,Autumn,Pumpkin
Mountain Bush,Baby,Baby Bush
Mountain Bush,Baconator,Nothing
Baked,Mountain Bush,Cake
Baby Dinosaur,Mountain Bush,Baby Groot
Mountain Bush,Barbecue Sauce,Bush Fire
B-52,Mountain Bush,B-52 Stratofortress
Barrel,Mountain Bush,Nothing
Bahamut,Mountain Bush,Bahamut
Bathtub,Mountain Bush,Nothing
Mountain Bush,Batman,Nothing
Balsamic Glaze,Mountain Bush,Balsamic Vinegar
Bigfoot,Mountain Bush,Sasquatch
Mountain Bush,Biofuel,Nothing
Balsamic Vinegar of Modena,Mountain Bush,Balsamic Vinegar Of Modena
Mountain Bush,Battlefield,Tank
Beanstalk,Mountain Bush,Jack
Black Pearl,Mountain Bush,Nothing
Bjork,Mountain Bush,Bjork
Black Lily,Mountain Bush,Black Rose
Mountain Bush,Blood Moon,Nothing
Blimp,Mountain Bush,Mountain
Battle,Mountain Bush,Mountain
Blowhole,Mountain Bush,Mountain
Blowgun,Mountain Bush,Dart
