first,second,result
Soap,Pixie,Fairy
Soap,Pillow,Bubble
Soap,Pill,Detergent
Soap,Plankton,Bubble
Soap,Pineapple Tree,Pineapple
Soap,Piggy,Bacon
Soap,Pizza,Dish
Soap,Pisces,Fish
Soap,Pigcasso,Pig
Soap,Pina Colada,Dirty Pina Colada
Soap,Pint,Shampoo
Soap,Peasouper,Soup
Soap,Pope Francis,Clean
Soap,Poison,Detergent
Soap,Poplar,Soapbox
Soap,Poltergeist,Ghost
Soap,Platform,Slippery
Soap,Pot of Gold,Dish
Soap,Poison Ivy,Poison
Soap,Popocatepetl,Popocatepetl
Soap,Polar Bear,Polar Bear
Soap,Popcorn Storm,Bubble Bath
Soap,Poolside,Bubble
Soap,Pop Tart,Dish
Soap,Pneumonia,Lung
Soap,Pork Chop Express,Pork Chop Soap
Soap,Piggyback Rider,Bubble Bath
Soap,Potpourri,Perfume
Soap,Pulp,Soap Opera
Soap,Potter,Bubble
Soap,Potassium,Nothing
Soap,Potash,Soap
Soap,Present,Gift
Soap,Puff,Bubble
Soap,Potion,Shampoo
Soap,Pumice,Volcano
Soap,Prickly,Cactus
Soap,Pumpkin,Jack-o-Lantern
Soap,Prometheus,Bubble
Soap,Princess,Bubble
Soap,Protest,Soapbox
Soap,Puppy,Bubble
Soap,Punch,Bubble
Soap,Question,Bubble
Soap,Radio Tower,Radio
Soap,Ramses,Cleopatra
Soap,Race Car,Car Wash
Soap,Racetrack,Car Wash
Soap,Recycle,Detergent
Soap,Racer,Car
Soap,Radar,Bubble
Soap,Ragnarok,Ragnasuds
Soap,Radio Wave,Radio Soap
Soap,Raisin Bran,Shampoo
Soap,Rainbow Rock,Soapstone
Soap,Rescue,Detergent
Soap,Reggae,Jamaica
Soap,Rice Paddy,Rice
Soap,Roast,Roast Beef
Soap,Rice Pudding,Dishwasher
Soap,Referee,Bubble
Soap,Religion,Church
Soap,Riot,Bubble
Soap,Relationship,Bubble Bath
Soap,Ringed Planet,Saturn
Soap,Rock Tea,Bubble Bath
Soap,Riddle,Mystery
Soap,Robocloud,Robot
Soap,Rhea,Detergent
Soap,Salsa,Nothing
Soap,Rocky Mountains,Bubble Bath
Soap,Rosebud,Rose
Soap,Ruin,Bubble
Soap,Rum,Pirate
Soap,Quetzalcoatl,Quetzalcoatl
Soap,Salad Bowl,Dish
Soap,Rubble,Bubble
Soap,SOS,Soup
Soap,Salt Water,Bubble Bath
Soap,Samurai,Bubble
Soap,Saki,Soup
Soap,Rosé,Wine
Soap,Rocky Mountain High,Bubble Bath
Soap,Sandblast,Glass
Soap,Sandbot,Sandcastle
Soap,Sandpunk,Sandcastle
Soap,Safari,Lion
Soap,Sandalwood,Incense
Soap,Sand Shark,Shark
Soap,Sandboard,Sandcastle
Soap,Sand Castle,Sand
Soap,Sandblaster,Sand
Soap,Sandpaper,Sponge
Soap,Sand Monster,Sand Castle
Soap,Sandwitch,Sand
Soap,Sandboarding,Sandcastle
Soap,Sand Lizard,Sand Castle
Soap,Sapphire,Dish
Soap,Scotland,Scotch
Soap,Scarecrow,Clean
Soap,Scientist,Bubble
Soap,Santa Claus,Santa Claus
Soap,School,Bubble
Soap,Saturn V,Bubble
Soap,Science,Soup
Soap,Scotch,Scotch
Soap,Satyr,Goat
Soap,Sea Lettuce,Seaweed
Soap,Scroll,Bubble
Soap,Seahorse,Shampoo
Soap,Seagull,Detergent
Soap,Shelley,Bubble
Soap,Selfie,Selfie Stick
Soap,Shower,Clean
Soap,Shell,Bubble
Soap,Sharkcano,Shark
Soap,Shore,Shampoo
Soap,Shrine,Shrimp
Soap,Search,Google
Soap,Sewage,Clean
Soap,Shire,Hobbit
