first,second,result
Tea Cup,Tire,Tea Pot
Tea Cup,Weather,Tea
Tea Cup,Toadstool,Alice
Tea Cup,Venus,Aphrodite
Tea Cup,420,Tea Pot
Tea Cup,Time Machine,Tea Time
Tea Cup,Viking,Thor
Tea Cup,Time,Tea Time
Tea Cup,Vinegar,Salad Dressing
Tea Cup,Winery,Tea
Tea Cup,Town,Tea Party
Tea Cup,Tractor Beam,Tea Pot
Tea Cup,Bacteria,Yogurt
Tea Cup,Asia,China
Tea Cup,Ammonite,Fossil
Tea Cup,Battleship,Tea Party
Tea Cup,Baptism,Tea
Tea Cup,Wolf,Werewolf
Tea Cup,Acid,Tea
Tea Cup,Aspirin,Headache
Tea Cup,Barley,Beer
Tea Cup,Amoeba,Amoeba
Tea Cup,Art,Tea Pot
Tea Cup,Alps,Tea Pot
Tea Cup,Abominable Snowman,Yeti
Tea Cup,Balsamic Vinegar,Tea
Tea Cup,Big Bang,Universe
Tea Cup,Berserker,Mad Hatter
Tea Cup,Brine,Salt
Tea Cup,Breeze,Tea
Tea Cup,Bonfire,Tea
Tea Cup,Boiling Frog,Tea
Tea Cup,Bear,Teddy Bear
Tea Cup,Big Dipper,Tea Pot
Tea Cup,Blood,Vampire
Tea Cup,Bridge,Tea Pot
Tea Cup,Boiled Fish,Fish Tea
Tea Cup,Birthday,Party
Tea Cup,Apple Pie,Tea
Tea Cup,Bonsai,Tea
Tea Cup,Cave,Tea Pot
Tea Cup,Bottle Rocket,Tea Pot
Tea Cup,Captain,Tea Party
Tea Cup,Canal,Tea Pot
Tea Cup,Chariot,Tea Party
Tea Cup,Champagne,Toast
Tea Cup,Chaos,Mad Hatter
Tea Cup,Broomstick,Witch
Tea Cup,Cheese,Mouse
Tea Cup,Bullet,Tea Pot
Tea Cup,Cake,Tea Party
Tea Cup,Canoe,Tea Pot
Tea Cup,Camera,Teapot
Tea Cup,Cannabis,Bong
Tea Cup,Cigar Box,Tea Bag
Tea Cup,Clock,Tea Time
Tea Cup,Christmas,Santa
Tea Cup,Cider,Tea
Tea Cup,Cleaner,Tea
Tea Cup,Colored Pencil,Tea
Tea Cup,Coconut Milk,Tea
Tea Cup,Cinderella,Tea Party
Tea Cup,Coconut Tree,Coconut Milk
Tea Cup,City,Tea Party
Tea Cup,Cloud Station,Cloud
Tea Cup,Computer,Teapot
Tea Cup,Chia,Chia Pet
Tea Cup,Compass,Tea
Tea Cup,Cow,Milk
Tea Cup,Dead Sea,Tea
Tea Cup,Doom,Tea Party
Tea Cup,Crop Circle,Tea
Tea Cup,Cotton,Tea
Tea Cup,Cure,Tea
Tea Cup,Dog,Teacup
Tea Cup,Cyborg,Teapot
Tea Cup,Crab,Tea Pot
Tea Cup,Double Axe,Tea
Tea Cup,Dating,Tea Party
Tea Cup,Dandelion Tea,Tea
Tea Cup,Devil,Tea Devil
Tea Cup,Corn,Popcorn
Tea Cup,Duckling,Alice
Tea Cup,Chicken,Chicken Soup
Tea Cup,Dustpan,Teapot
Tea Cup,Dracula,Vampire
Tea Cup,Dust Bunny,Tea Pot
Tea Cup,Dump Truck,Tea Pot
Tea Cup,Duck and Cover,Tea Pot
Tea Cup,Drink,Tea
Tea Cup,Egypt,Cleopatra
Tea Cup,Dwarf,Hobbit
Tea Cup,Dust Trap,Tea Pot
Tea Cup,Duckweed,Tea
Tea Cup,Dough,Cookie
Tea Cup,Dutch,Tulip
Tea Cup,Elf,Hobbit
