first,second,result
Cauldron,Baconator,Witch
Mudboard,Asia,Sumo
Sandnado,Solar System,Black Hole
Lord of the Rings,Black Hole,Gollum
Darkness,Greenland,Iceland
Valentine,Steamship,Titanic
Chariot,Frat Party,Toga
Lizard,Pina Colada,Iguana
Canada,Iron Man,Wolverine
Tablet,Drink,Alcohol
Space Shuttle,Lord of the Rings,Star Wars
Sinking,Ant,Drowning
Dragon Egg,Dandelion Island,Dragon
Skull,Tea Bag,Skeleton
Wine Glass,Avalanche,Snow Globe
Origami,Neptune,Poseidon
Electric Eel,Night,Electricity
Allergy,Delta,Delta
Spice,Sandbox,Sandstorm
Slushie,Yellow,Lemonade
Komodo Dragon,Duck-billed Platypus,Duck-billed Komodo Dragon
Prickly Pear,Assassin,Cactus
Pearl,Lasagna,Oyster
Steam Monster,Truck,Steamroller
Rings,Hot Fudge,Doughnut
Sinking,Dark Matter,Black Hole
Mansion,Kettle,House
Surf and Turf,Sun Wukong,Monkey King
Planet,Corkscrew,Earth
Poplar,Rice Paddy,Paper
Flat Earth,Time Paradox,Flat Earth
Tunnel of Fudge,Garden,Cake
Lumberjack,Twister,Tornado
The Colossus of Rhodes,Tractor Beam,The Statue Of Liberty
Bunny,Vesuvius,Pompeii
Space Weed,Dating,Alien
Airplane,SOS,Mayday
Cyclone,Goose,Tornado
Jonah,Water Lily,Lotus
Dutch,Wasabi,Dutch Oven
Snowbird,Dandelion Patch,Snowflake
Wall,Martian,Mars
Niagara Falls,Icicle,Iceberg
Tuxedo,Silent,Nothing
Coconut Milk,Religion,Hinduism
Cobra,Pulp,Juice
Space Fish,Ice Lily,Ice Fish
Crop Circle,Bonsai,Tree
Reflection,Wine,Mirror
Mars Rover,Fishbowl,Fish on Mars
Cleaner,Seeds,Plant
Geothermal,Snow Rocket,Snowman
Tadpole,Swamp Venus,Frog
Donald Duck,Love,Daisy Duck
Cup,Rainbow Rock,Unicorn
Clay,Library,Golem
Diamond Axe,Canal,Canal
Slushy,Acid Rain,Slime
Pop,Pluto,Soda
Air Force,Chess,Checkmate
Steam Troll,Racetrack,Steamroller
Mt. Everest,TARDIS,Mt. Everest
Beach,Muddy Helicopter,Muddy Beach
Piggyback,Pane,Piggyback Rider
Baked Apple,Vineyard,Wine
Air,Amber,Fossil
Mountain Tea,Mediterranean,Greek
Sasquatch,Lava,Volcano
Time Paradox,Snowstorm,Time Travel
Light Bulb,Cactaur,Cactuar
Pane,Arrow,Window
Antarctica,Fireworks,Penguin
Lava Lamp,Love,Volcano
Cup,Jetstream,Teacup
Whistle,Snowlily,Snowman
Rice Pudding,Solar Storm,Sunny Delight
Eyjafjallajökull,Dyson,Vacuum
Emperor,Fish,Poseidon
Drunk Driver,Statue of Liberty,DWI
Swarm,Photoshop,Bees
Dinner,Pharaoh,Mummy
Driftwood,Milestone,Shipwreck
Puddle,Steam Tsunami,Nothing
Hydroelectric Dam,Juice,Electricity
Moon Landing,Destruction,Apollo 13
Ice Cube,Tears,Ice Cream
Mud Bath,Hot,Volcano
Dryad,Hot,Fire
Hourglass,Foghorn,Time
Birthday,Bed,Cake
Coral Reef,Batter,Cake
Monet,Vapor,Money
Diamond Sword,Paper,Origami
Muddy Teapot,Tractor Beam,Black Hole
Tea,Sand Lizard,Sandwich
Sea Star,Burning Monster Truck,Sea Monster
Shrimp,Ice Shark,Shrimp Cocktail
Safari,Volcano,Lion
Engagement,Lord of the Rings,Wedding Ring
Raft,Sand Dunes,Desert
Komodo Dragon,Taco,Nothing
Seatrain,Steam Drunk,Steam Train
Monorail,Carpet,Magic Carpet
Sail,Brew,Ale
Pelicant,Hydroelectricity,Electricity
Trip,Photographer,Fall
Sea Dandelion,Moon,Moonflower
Antelope,Lightning,Unicorn
Mud Castle,Sink,Mud
Steam Monster,Surf,Steam Monster
Papyrus,Jail,Scroll
Rapunzel,Yoshi,Hairy
Werephoenix,Noah,Werephoenix
Eyjafjallajökull,Murder,Volcano
Sperm Whale,Mermaid,Ariel
Poison,Moai,Statue
Stone,Coffee,Rock
Reef,Tablet,Stone
Banksy,Pollen,Beeple
Sacrifice,Oslo,Viking
Eagle,Gravity,Fall
Tears,Vandalism,Graffiti
Snowman,Tasmania,Penguin
Battle,Fire Ski,Firefighter
Cauldron,Shards,Glass
Scotch,Snow,Scotch on the Rocks
Rice Field,Plow,Rice
Sharktopusnado,Double Axe,Sharktopusnado 2
Time Ship,Hot Monkey,Monkey King
Saguaro,Dust Devil,Tumbleweed
Coconut,Paint,Monkey
Flat Earth,Steam Engine,Train
Air Force,Holy Water,Air Force One
Eyjafjallajökull,Pigboat,Pigboat
Coral Flytrap,Prickly Pear,Cactus
Sunami,Hubble,Tsunami
Air,Millennium Falcon,Star Wars
Lost,Dustnami,Dust
Mr. Potato Head,Steam Train,Mr. Steam Train Head
Cigarette,Prickly Pear,Cactus
Fountain,Oven,Cake
Pelican,Calamari,Squid
Krakken,Anchor,Shipwreck
Harvest,Anchor,Fishing
Supercontinent,Fire Weed,Pangea
Supernova,Flying Starfish,Supernova
Cave,Sandalwood,Incense
Crop Duster,Acid,Agent Orange
Asteroid,Monkey Island,Planet of the Apes
Spirit,Rubble,Ghost
Exile,Rocket,Astronaut
Color,Eagle,Rainbow
Sandboarder,Treasure Map,Pirate
Steam Surf,Dwarf,Dwarf
Werefish,Lasagna,Werewolf
Koi,Fire Truck,Dragon
Warmth,Penguin,Penguin
Chia Pet,Sakura,Bonsai
Sulfur,Lunar Eclipse,Moon
Scalpel,Paper Mache,Nothing
Mangrove,Wall,Swamp
Zephyr Train,Dating,Love
Duck and Cover,Sand Dragon,Sand Duck
Snowman,Whine,Snowflake
Sharknado,Snowmageddon,Sharkmageddon
Gun,Planet,Moon
Werephoenix,Pollen,Werebee
Olympus Mons,Stewpid,Mars
Drunken Master,Halo,Drunken Angel
Bigfoot,Himalayas,Yeti
Tutankhamun,Bouquet,Cleopatra
Apollo,Life,Sun
Steel,Kingdom,Knight
Itch,Pteranodon Egg,Dinosaur
Viking,Tornado Dragon,Thor
Swan,Devil,Leda
Hurricane,Solar Eclipse,Darkness
Stoned,Holy Lake,Moses
Glue,Wheel,Tire
Goldfish,Astronomer,Telescope
Crop Duster,Hydroelectricity,Fertilizer
Colored Pencil,Steam Engine,Train
Michigan,T-Rex,Megatron
Fire Whirl,Space Junk,Meteor
Monsoon,Battleship,Tsunami
Pyramid,Fertilizer,Mummy
Demon,Fire,Hell
Smores,Sandy,Beach
Saturn V,Plantea,Space
Alligator,Spark,Crocodile
Wooden Space Ship,Earth,Tree
Sharknado,Dandelion Roll,Dandelion Rollnado
Icebox,Sleigh,Snowman
Moby Dick,Swamp,Loch Ness Monster
Colored Pencil,Japan,Manga
Hole,Tidal Power,Tidal Wave
Glasser,Hair,Glasses
Captain,Toxic,Toxic Avenger
Space Surf,Ashes,Nothing
Spring,Flying Boat,Fountain of Youth
Biofuel,Romance,Love
Krill,Steamship,Whale
Iceberg,Pie,Ice Cream
Rubble,Mark Twain,Trouble
Titanado,Fortress,Titan
Pinocchio,Pearl,Puppet
Tea Plantation,Sweat,Tea
Ham,Pluto,Hamlet
Stress,Tumbleweed,Dust
Fireball,Olaf,Fire
Bigfoot,Robot,Robot
Mountain Dude,Potato,Mr. Potato Head
Snowball,Coraline,Snowgirl
S’more,Beach House,Campfire
Freedom,Hydra,Hydrant
Chia Pet,Lava Cone,Volcano
