first,second,result
Earth,Water,Plant
Fire,Wind,Smoke
Plant,Smoke,Incense
Fire,Water,Steam
Water,Wind,Wave
Steam,Wave,Surf
Plant,Surf,Surfboard
Incense,Surfboard,Yoga
Earth,Fire,Lava
Fire,Fire,Volcano
Wind,Volcano,Eruption
Eruption,Eruption,Volcano
Wind,Eruption,Volcano
Water,Eruption,Lava
Lava,Earth,Stone
Water,Water,Lake
Fire,Eruption,Volcano
Fire,Wave,Steam
Wind,Wind,Tornado
Lake,Earth,Swamp
Wave,Wave,Tsunami
Tornado,Lake,Tsunami
Volcano,Stone,Lava
Steam,Wind,Cloud
Water,Tsunami,Ocean
Wave,Swamp,Tsunami
Steam,Fire,Engine
Wave,Eruption,Tsunami
Tsunami,Lake,Ocean
Stone,Engine,Steamroller
Stone,Cloud,Rain
Rain,Fire,Rainbow
Tornado,Steam,Tornado
Stone,Swamp,Statue
Ocean,Stone,Island
Fire,Volcano,Lava
Earth,Island,Continent
Statue,Volcano,Pompeii
Rainbow,Wave,Surf
Tornado,Engine,Tornado
Volcano,Steam,Lava
Rain,Water,Rainbow
Lake,Water,Ocean
Island,Continent,Archipelago
Steam,Stone,Geysir
Volcano,Archipelago,Hawaii
Lava,Hawaii,Volcano
Earth,Continent,Land
Water,Tornado,Tsunami
Rainbow,Stone,Rainbow Rock
Statue,Lava,Volcano
Archipelago,Island,Hawaii
Lava,Lake,Volcano
Statue,Archipelago,Atlantis
Wave,Volcano,Lava
Continent,Rain,Desert
Surf,Rainbow,Rain
Island,Steamroller,Flat
Wave,Rain,Ocean
Statue,Hawaii,Tiki
Water,Rainbow,Rain
Desert,Tsunami,Oasis
Atlantis,Rain,Flood
Geysir,Surf,Tsunami
Wind,Statue,Sphinx
Ocean,Atlantis,Poseidon
Island,Tornado,Tsunami
Oasis,Flat,Desert
Pompeii,Flood,Volcano
Surf,Lake,Wave
Poseidon,Wind,Tornado
Surf,Tornado,Tsunami
Flood,Ocean,Tsunami
Tiki,Tsunami,Surfer
Desert,Engine,Train
Flood,Cloud,Rain
Atlantis,Geysir,Poseidon
Surfer,Rain,Wave
Pompeii,Surf,Tsunami
Cloud,Island,Sky
Fire,Lava,Volcano
Wave,Pompeii,Tsunami
Cloud,Rain,Rainbow
Volcano,Rain,Mud
Water,Engine,Steam
Rainbow,Tiki,Unicorn
Ocean,Desert,Mirage
Island,Stone,Statue
Mud,Land,Swamp
Geysir,Island,Iceland
Swamp,Steam,Dragon
Fire,Iceland,Volcano
Flood,Water,Ocean
Lake,Geysir,Hot Spring
Pompeii,Wind,Vesuvius
Oasis,Swamp,Marsh
Hawaii,Island,Hawaii
Steam,Pompeii,Vesuvius
Surf,Hawaii,Surfing
Lake,Flood,Ocean
Land,Engine,Train
Engine,Geysir,Steam
Stone,Atlantis,Poseidon
Volcano,Rainbow Rock,Unicorn
Dragon,Unicorn,Dragoncorn
Wave,Dragoncorn,Dragon
Land,Flood,Island
Train,Surfer,Surfing
Lake,Train,Submarine
Land,Tornado,Dust Bowl
Lava,Dragon,Volcano
Archipelago,Flat,Pancake
Oasis,Ocean,Atlantis
Flat,Pompeii,Volcano
Lava,Rainbow Rock,Obsidian
Volcano,Tiki,Eruption
Tiki,Surf,Surfer
Continent,Steam,Train
Fire,Marsh,Swamp
Mud,Wave,Beach
Atlantis,Mirage,Atlantis
Stone,Stone,Boulder
Poseidon,Tornado,Tsunami
Ocean,Wave,Tsunami
Stone,Plant,Fossil
Fossil,Hot Spring,Dinosaur
Marsh,Vesuvius,Pompeii
Rain,Statue,Fountain
Statue,Pompeii,David
Sky,Geysir,Rainbow
Train,Submarine,Subway
Mud,David,Goliath
Rainbow Rock,Hot Spring,Unicorn
Subway,Geysir,Volcano
Steam,Tsunami,Titanic
Statue,Rainbow,Covenant
Rainbow,Flat,Rainbow
Surf,Wave,Surfer
Mirage,Swamp,Oasis
Surfing,Lake,Wave
Covenant,Water,Baptism
Sphinx,David,Goliath
Mud,Rain,Clay
Cloud,Statue,Zeus
Tiki,Cloud,Rain
Steamroller,Baptism,Flat Baptist
Wind,Train,Zephyr
Rainbow,Rainbow Rock,Rainbow
Engine,Mirage,Illusion
Steamroller,Oasis,Desert
Zephyr,Engine,Jet
Mud,Archipelago,Swamp
Oasis,Obsidian,Glass
Baptism,Sky,Angel
Sky,Zeus,Thunder
Subway,Steamroller,Train
Angel,Flood,Noah
Atlantis,Glass,Aquarium
Marsh,Volcano,Lava
Fire,Rainbow Rock,Unicorn
Submarine,Wind,Sailboat
Cloud,Wind,Storm
Baptism,Poseidon,Jesus
Storm,Rainbow,Rain
Pompeii,Fountain,Volcano
Illusion,Iceland,Ice
Ocean,Dust Bowl,Beach
Stone,Obsidian,Blade
Titanic,Sky,Cloud
Noah,Pancake,Ark
Rain,Poseidon,Flood
Geysir,Pompeii,Vesuvius
Submarine,Tiki,Tiki
Hawaii,Cloud,Rainbow
Marsh,Ark,Swamp
Blade,Beach,Surfboard
Tornado,Dragoncorn,Tornadocorn
Sky,Wind,Cloud
Glass,Storm,Lightning
Volcano,Volcano,Mountain
Fossil,Beach,Shark
Subway,Dinosaur,T-Rex
Poseidon,Vesuvius,Atlantis
Fountain,Zeus,Poseidon
David,Boulder,Slingshot
Poseidon,Statue,Mermaid
Geysir,Beach,Volcano
Jet,Storm,Hurricane
Obsidian,Mud,Clay
Shark,Zeus,Poseidon
Fossil,Island,Dinosaur
Continent,Fire,Volcano
Blade,Dragon,Dragon Slayer
Hawaii,Clay,Lei
Pompeii,Lightning,Volcano
Illusion,Ark,Noah
Lightning,Obsidian,Zeus
Mountain,Tornado,Volcano
Flat,Ark,Flat Earth
Dragoncorn,Blade,Dragon
Hawaii,Beach,Luau
Illusion,Statue,Sphinx
Pompeii,Boulder,Volcano
Water,Vesuvius,Wine
Jesus,Surf,Surfing
Tsunami,Continent,Atlantis
David,Poseidon,Neptune
Water,Hawaii,Surf
Tsunami,Dinosaur,T-Rex
Rainbow Rock,Archipelago,Rainbow
Boulder,Fossil,Dinosaur
Lava,Mirage,Volcano
Lake,Tornadocorn,Tornado
Slingshot,Tiki,Tiki Man
Noah,Surfboard,Ark
Tornado,Tsunami,Destruction
Titanic,Beach,Iceberg
Desert,Flood,Oasis
Beach,Covenant,Sand
Geysir,Mirage,Oasis
Fire,Illusion,Mirage
Earth,Jet,Plane
Pancake,Volcano,Lava Cake
Sand,Destruction,Glass
Statue,Dinosaur,Fossil
Tornado,Unicorn,Rainbow
Neptune,Ark,Poseidon
Lake,Flat Baptist,Nothing
Noah,Aquarium,Ark
Eruption,Pancake,Volcano
Angel,Covenant,Archangel
Noah,Clay,Ark
Subway,Dust Bowl,Dust
Flat Baptist,Subway,Nothing
Surf,Jet,Surfboard
Eruption,Storm,Volcano
Surf,Tornadocorn,Tornado
Dust,Sailboat,Pirate
Oasis,Thunder,Oasis
Sand,Stone,Pyramid
Angel,Mud,Clay
Rainbow Rock,Continent,Atlantis
Angel,Steam,Cloud
Fountain,Wind,Rainbow
Flat Baptist,Steamroller,Nothing
Covenant,Hurricane,Tornado
Beach,Hot Spring,Hot Spring
Dust Bowl,Archipelago,Desert
