first,second,result
Torch,Hula Hoop,Fire Dancer
Steam Lizard,Druid,Dragon
Penguin,Little Shop Of Horrors,Happy Feet
Romance,Christmas,Mistletoe
Steam Phoenix,Holy Water,Phoenix
Charcoal,Eruption,Volcano
Festival,Helicopter,Parade
Longboat,Easter,Viking
Head,Star Wars,Darth Vader
Birthday,Dandelion Wine,Ray Bradbury
Fishing Boat,Solar System,Space Ship
Sultana,Vodka,Screwdriver
Earth,North America,USA
Flying Racecar,Racecar,Flying Racecar
Fire Breath,Dead Sea,Dragon
Abominable Snowman,Cough Syrup,Yeti
Terrorist,Kaleidoscope,Rainbow
Virus,Cruise Ship,Quarantine
Angel,Luna,Moon
Whistle,Sneeze,Sneeze
Tomato,Planet,Pluto
Trip,Snowpocalypse,Snowmageddon
Crab,Soil,Hermit Crab
Were-tree,Scotland,Ent
Wood,Dog,Stick
Hydroelectricity,Rainy,Rain
Mill,Steam Rocket,Steam Engine
Bull,Nymph,Minotaur
Nether,Egg,Dragon
Fireworks,Stone Soup,Stone
USA,Hanglider,Bald Eagle
Dynamite,Monster Truck,Explosion
Smoking,King,Cigar
Crash,Fire Fire Trap,Fire Trap
Ship,Space Truck,Space Ship
Bank,Parting,Robbery
Lion,SOS,Soslion
Rainbow Rock,Tiamat,Rainbow
Tea Storm,Romance,Tea Party
Racer,Fire Flower,Mario
Whine,China,Wine
Sodium,Saturn,Sodium Chloride
Mountain Dewshine,Aeon,Mountain Dew
Snowflake,Steam,Cloud
Oread,Sandstorm,Dune
Crown,Hack,Hacker
Seatrain,Ash,Cinderella
Mario,Coconut Milkshake,Mario Kart
Firebird,Tesla,Phoenix
Cigar,Canal,Panama
Hurricane,Sea Star,Sea Star
Rubble,Lunar Eclipse,Moon
Mud Geyser,Dagger,Nothing
Steam Trap,Marsh,Swamp
Freezer,Greenhouse,Ice
Duck and Cover,Watercolor,Duck
Moby Dick,Katana,Whale
Raisin,Time Machine,Raisin Bran
Sword,Chess,Knight
Whiskey,Cigar Box,Winston Churchill
Dust Storm,Mt. Fuji,Volcano
Snowflake,Sundae,Ice Cream
Cloud Station,Space,Moon
Jet Ski,Colored Pencil,Nothing
Trump,Riot,America
Cell,Road,Car
Poinsettia,Apollo,Poinsettia
Tire,Houseboat,Yacht
