first,second,result
Gasoline,Ammonium,Explosion
Geothermal Power Plant,Ammonium,Ammonia
Gator,Ammonium,Ammonite
Ammonium,Gate,Ammonite
Gas,Ammonium,Ammonia
Ammonium,Garnet,Nothing
Flying Fjord,Ammonium,Nothing
Ammonium,Glasser,Nothing
Ammonium,Glass Slipper,Princess
Glowworm,Ammonium,Firefly
Global Warming,Ammonium,Ammonia
Ammonium,Glue,Nothing
Gnome Village,Ammonium,Ammonia
Ammonium,Freezer,Ammonia
Ammonium,Frisbee,Ammonia
Flying Roast Duck,Ammonium,Nothing
Ammonium,Gone With The Wind,Nothing
Ammonium,Goblin,Nothing
Godzilla,Ammonium,Nothing
Google Earth,Ammonium,Google
Googleplex,Ammonium,Nothing
Gollum,Ammonium,Nothing
Googol,Ammonium,Nothing
Ammonium,Gorgon,Medusa
Ammonium,Gold,Ammonia
Ammonium,Great Wall Of China,Nothing
Flying Ice Cream Cone,Ammonium,Nothing
Ammonium,Greatsword,Nothing
Green,Ammonium,Ammonia
Green Tea,Ammonium,Ammonite
Giant Dandelion,Ammonium,Ammonia
Ammonium,Ghost Ship,Ammonia
Ammonium,Fruit Fly,Ammonium Dichromate
Hammerhead,Ammonium,Shark
Grinder,Ammonium,Ammonium Nitrate
Ammonium,Guillotine,Nitrogen
Hades,Ammonium,Ammonia
Ammonium,Harvest,Fertilizer
Ammonium,Gun,Ammonia
Hail,Ammonium,Ammonia
Ammonium,Hack,Ammonia
Ammonium,Hair,Ammonia
Ammonium,Gunpowder,Explosion
Ammonium,Fulgurite,Nothing
Ammonium,Gosling,Ammonia
Headache,Ammonium,Ammonia
Ammonium,Hell,Ammonium
Heat,Ammonium,Explosion
Ammonium,Heaven,Ammonia
Herd,Ammonium,Nothing
Ammonium,Heart,Nitroglycerin
Ammonium,Haunted House,Ghost
Ammonium,Hearth,Nothing
Harbor,Ammonium,Ammonia
Hash,Ammonium,Ammonia
Ammonium,Hashish,Ammonia
Ammonium,Hill,Nothing
Hippie,Ammonium,Nothing
Ammonium,Holland,Ammonia
Holy Dandelion,Ammonium,Nothing
Holy Smoke,Ammonium,Nothing
Honeymoon,Ammonium,Ammonia
Holy Weed,Ammonium,Nothing
Ammonium,Horse,Ammonia
Ammonium,Heidi,Ammonia
Hot,Ammonium,Ammonium
Ammonium,Hot Air,Explosion
Ammonium,Haystack,Ammonia
Ammonium,Hedge,Nitrate
Ammonium,Hidden,Ammonia
Hieroglyph,Ammonium,Ammonia
Ammonium,Highway,Ammonia
Hangar,Ammonium,Ammonium Nitrate
Hot Sauce,Ammonium,Nothing
Hot Dog,Ammonium,Nothing
Hot Water,Ammonium,Ammonia
Ammonium,Hula Hoop,Nothing
Ammonium,Hot Monkey,Nothing
Ammonium,Hot Chocolate,Ammonium Chlor
Ammonium,Hot Tub,Ammonia
Ammonium,Hot Fudge Sundae,Nothing
Ammonium,Hot Springs,Nothing
Hydrogen,Ammonium,Ammonia
Humpback,Ammonium,Ammonite
Hydra,Ammonium,Ammonia
Holy Beer,Ammonium,Ammonia
Ammonium,Holy Drunk,Ammonia
Ice Tea,Ammonium,Ammonia
Ice Age,Ammonium,Dinosaur
Ammonium,Igloo,Nothing
Idol,Ammonium,Ammon
Ammonium,Ice Dragon,Ammonite
Ammonium,Ice Fishing,Ammonium Nitrate
Ammonium,Iced Tea,Ammonia
Ammonium,Ice Cream Sandwich,Nothing
Ammonium,Ice Tornado,Nothing
Ammonium,Icebox,Nothing
Ammonium,Ice Lily,Nothing
Iron Man,Ammonium,Iron Man
Internet,Ammonium,Ammonet
Ink,Ammonium,Inkammonium
Hoover Dam,Ammonium,Nothing
Holy Dandelion Wine,Ammonium,Ammonium Dandelion
Ammonium,Hot Tea,Ammonia
Jade,Ammonium,Ammonite
Jaws,Ammonium,Shark
Jelly,Ammonium,Ammonia
Jailbreak,Ammonium,Ammonium Nitrate
Jack,Ammonium,Ammonia
Ammonium,Jellyfish,Ammonite
Ammonium,Japan,Ammonium
Janitor,Ammonium,Cleaner
Ammonium,Jail,Ammonium Nitrate
Jewelry,Ammonium,Amethyst
Ammonium,Jordan,Ammonia
Ammonium,Hula-Tsunami,Ammonium Nitrate
Ammonium,Koi,Ammonia
Juice,Ammonium,Lemonade
King,Ammonium,Ammon
Junk,Ammonium,Nothing
King Kong,Ammonium,Ammonia
Knowledge,Ammonium,Nitrate
Kiss,Ammonium,Ammonia
Ammonium,Kingdom,Ammonia
Katana,Ammonium,Samurai
Ammonium,Krakatoa,Explosion
Kali,Ammonium,Nothing
Ammonium,Katrina,Nothing
Kratom,Ammonium,Ammoniakratom
Ammonium,Jetstream,Ammonia
Ammonium,Jetea,Ammonia
Irrigation,Ammonium,Fertilizer
Lego,Ammonium,Nothing
Ammonium,Leak,Ammonia
Ammonium,Light Bulb,Ammonia
Land Shark,Ammonium,Nothing
Laser Beam,Ammonium,Ammonia
Lichen,Ammonium,Ammonite
Lava Lamp,Ammonium,Nothing
Ammonium,Lightning Bug,Ammonite
Ammonium,Leda,Nothing
Kush,Ammonium,Ammonia
Ammonium,Lord of the Rings,Nothing
Ammonium,Los Angeles,Ammonia
Ammonium,Luau,Nothing
Lobster,Ammonium,Ammonia
Little Shop Of Horrors,Ammonium,Audrey II
Loch,Ammonium,Nessie
Lion,Ammonium,Ammonite
Lot’s Wife,Ammonium,Salt
Lava Cone,Ammonium,Volcano
Launch,Ammonium,Rocket
Ammonium,Luna,Moon
Lumberjack,Ammonium,Ammonia
Ammonium,Leafblower,Ammonia
Ammonium,Laser Cannon,Ammonia
Ammonium,Lawnvac,Ammonia
Ammonium,Lunar Dust,Moon
Ammonium,Mansion,Nothing
Ammonium,Madder Hatter,Ammonium Dichromate
Ammonium,Marathon,Ammonite
Ammonium,Malaria,Ammonia
Ammonium,Magic,Unicorn
Maple,Ammonium,Maple Syrup
Ammonium,Luxury,Diamond
Margarita,Ammonium,Ammonia
Mark Twain,Ammonium,Nothing
Mario,Ammonium,Nothing
Mangrove Flytrap,Ammonium,Nothing
Lost City,Ammonium,Ammonium
Luke,Ammonium,Ammonia
Ammonium,Lupus,Wolf
Ammonium,Meal,Nothing
Marshmallow,Ammonium,Nothing
Ammonium,Matterhorn,Ammonium
Ammonium,Marriage,Ammonia
Mars Rover,Ammonium,Ammonia
Ammonium,Mayonnaise,Salad
Ammonium,Martini,Ammonia
Mecha Dragon,Ammonium,Ammonite
Ammonium,Mercury,Amalgam
Mega Mushroom,Ammonium,Nothing
Ammonium,Message,Ammonia
Mess,Ammonium,Ammonia
Mangrove Swamp,Ammonium,Ammonia
Ammonium,Lourdes,Nothing
March,Ammonium,Ammonia
Molehill,Ammonium,Ammonia
Ammonium,Mine,Saltpeter
Ammonium,Mole,Ammonia
Ammonium,Minecraft,TNT
Metropolis,Ammonium,Ammonia
Moby Dick,Ammonium,Ammonium Dick
Minecart,Ammonium,Nothing
Mjolnir,Ammonium,Nothing
Marsquake,Ammonium,Ammonia
Mech,Ammonium,Ammonite
Moonwalk,Ammonium,Michael Jackson
Mordor,Ammonium,Nothing
Monastery,Ammonium,Monk
Ammonium,Monkey King,Monkey
Moonflower,Ammonium,Ammonia
Ammonium,Money Tree,Bank
Ammonium,Moon Dust,Ammonia
Ammonium,Mothman,Nothing
Moss,Ammonium,Ammonite
Mosaic,Ammonium,Ammonia
Mount Everest,Ammonium,Ammon Everest
Ammonium,Mount Olympus,Zeus
Ammonium,Miracle,Ammonia
Moisture,Ammonium,Ammonia
Ammonium,Microwave,Ammonium
Mistletoe,Ammonium,Ammonia
Ammonium,Milestone,Ammonite
Mountain Goat,Ammonium,Nothing
Ammonium,Mountain Dewshine,Nothing
Mountain Dew Tea,Ammonium,Nothing
Mountain Bush,Ammonium,Nothing
Mountain Dew Tornado,Ammonium,Nothing
Molotov,Ammonium,Nothing
Ammonium,Mountain Shark,Nothing
Mountain Dew Ocean Blast,Ammonium,Ammonium
Monsoon,Ammonium,Ammonium Nitrate
Mouse,Ammonium,Hamster
Ammonium,Mountain Dude,Ammonia
Ammonium,Mountain Dirt,Ammonia
Movie,Ammonium,Ammonia
Mount Venus,Ammonium,Ammonia
Ammonium,Mower,Lawn
Mountain Rose,Ammonium,Ammonia
Mr. Potato Head,Ammonium,Nothing
Ammonium,Mt. Fuji,Japan
Mountain High,Ammonium,Ammonia
Ammonium,Moon Buggy,Ammonium Dichloride
Mud Castle,Ammonium,Nothing
Muddy Helicopter,Ammonium,Nothing
Mountain Tsunami,Ammonium,Ammonium
Muddy Sushi,Ammonium,Ammonia
Ammonium,Mountain Thing,Ammonite
Ammonium,Mountain Vine,Cactus
Ammonium,Muddy Piggy Bank,Nothing
Ammonium,Muddy Water,Ammonia
Ammonium,Mudman,Ammonia
Ammonium,Mountain Dew Wine,Ammonium Dew Wine
Mountain Dew Code Red,Ammonium,Ammonium Dichloride
Ammonium,Mud Bath,Ammonia
Ammonium,Mustard,Ham
Mud Devil,Ammonium,Ammonia
Ammonium,Muddy Pig,Ammonium
Mud Volcano,Ammonium,Ammonia
Ammonium,Mutant,Ammonite
Naiad,Ammonium,Ammonia
Ammonium,Mud Dragon,Ammonite
Necklace,Ammonium,Ammonite
Nemo,Ammonium,Nothing
Ammonium,New York,Ammonium
Ammonium,Newfie,Nothing
Ammonium,Nimbus,Rain
Night,Ammonium,Ammonite
Muddy Teacup,Ammonium,Ammonia
Mountain Dew Baja Blast,Ammonium,Ammonium Dew Baja Blast
Nirvana,Ammonium,Ammonirvana
Muddy Train,Ammonium,Amtrak
Mudnado,Ammonium,Ammonia
Mudpot,Ammonium,Ammonia
Mt. Everest,Ammonium,Ammonium Everest
Nuclear Submarine,Ammonium,Nothing
Octopus,Ammonium,Ammonite
Ammonium,Noah,Nothing
Odor,Ammonium,Ammonia
North America,Ammonium,Canada
Noodle,Ammonium,Nothing
North Pole,Ammonium,Nothing
Ammonium,Oil Barrel,Fertilizer
Ammonium,Mudway,Ammonia
Ammonium,Mushroom Soup,Ammonia
Oil Rig,Ammonium,Explosion
Ammonium,Oil Tanker,Explosion
Oil Spill,Ammonium,Nothing
Ammonium,Oktoberfest,Ammonia
Omelette,Ammonium,Ammonia
Mountain Zinfandel,Ammonium,Ammonium Zinfandel
Navigation,Ammonium,Ammonia
Netherite Sword,Ammonium,Ammonite
Ammonium,Paddle,Canoe
Oyster,Ammonium,Ammonite
Ammonium,Orca,Ammonia
Paper Airplane,Ammonium,Ammonium
Ammonium,Ore,Ammonite
Ammonium,Pangea,Ammonite
Orchid,Ammonium,Flower
Paint,Ammonium,Ammonia
Ammonium,Oread,Nothing
Ammonium,Paper Mache,Nothing
Ammonium,Nixie,Ammonixie
Offering,Ammonium,Ammonia
Ammonium,Patrick,Nothing
Ammonium,Parking Lot,Nothing
Parrot,Ammonium,Parrot
Paramecium,Ammonium,Amoeba
Passion,Ammonium,Ammonia
Pane,Ammonium,Bread
Ammonium,Paper Plane,Nothing
Ammonium,Parting,Salt
Peacock,Ammonium,Nothing
Peak,Ammonium,Nothing
Paper Canoe,Ammonium,Ammonia
Ammonium,Oslo,Nothing
Peanut,Ammonium,Ammonia
Peat,Ammonium,Fertilizer
Ammonium,Pepper,Salt
Ammonium,Pesto,Pesto
Petrified Wood,Ammonium,Fossil
Ammonium,Paper Mountain,Ammonia
Ammonium,Pacific,Ammonium Nitrate
Photographer,Ammonium,Ammonium Nitrate
Petrol,Ammonium,Ammonium Nitrate
Pickaxe,Ammonium,Salt
Pasta Factory,Ammonium,Ammonia
Ammonium,Pea Pod,Ammonia
Pie,Ammonium,Nothing
Pickle Rick,Ammonium,Pickle
Picnic,Ammonium,Nothing
Piggy,Ammonium,Ammonia
Pigasus,Ammonium,Unicorn
Pill,Ammonium,Ammonia
Ammonium,Pina Colada,Ammonia Colada
Ammonium,Piggyback Rider,Nothing
Ammonium,Peasouper,Ammonia
Pillow,Ammonium,Nothing
Ammonium,Pickleback,Nothing
Pigsty,Ammonium,Fertilizer
Ammonium,Peasoup,Ammonia
Ammonium,Paperboard,Nothing
Ammonium,Pineapple Tree,Pineapple
Pinecone,Ammonium,Pineapple
Pearl Diver,Ammonium,Ammonia
Ammonium,Peking Duck,Ammonia
Ammonium,Parachute,Nothing
Ammonium,Peapod,Ammonia
Ammonium,Pencil Tree,Pencil
Piston,Ammonium,Nothing
Pizza,Ammonium,Ammonia
Ammonium,Pixie,Nothing
Piña Colada,Ammonium,Nothing
Pneumonia,Ammonium,Ammonia
Poison,Ammonium,Ammonia
Ammonium,Platform,Ammonite
Ammonium,Pisces,Ammonia
Plesiosaurus,Ammonium,Ammonite
Poison Ivy,Ammonium,Nitrogen
Plate,Ammonium,Ammonite
Plankton,Ammonium,Ammonite
Ammonium,Polar Bear,Nothing
Pigcasso,Ammonium,Pigcasso
Popocatepetl,Ammonium,Ammonium Dichromate
Ammonium,Potion,Ammonia
Poltergeist,Ammonium,Nothing
Pop Tart,Ammonium,Nothing
Potassium,Ammonium,Nothing
Pot of Gold,Ammonium,Leprechaun
Ammonium,Popcorn Storm,Nothing
Ammonium,Pope Francis,Nothing
Potpourri,Ammonium,Nothing
Pint,Ammonium,Ammonia
Prickly,Ammonium,Ammonium Nitrate
Princess,Ammonium,Ammonia
Ammonium,Protest,Ammonia
Ammonium,President,Trump
Present,Ammonium,Gift
Ammonium,Pulp,Paper
Prometheus,Ammonium,Ammonia
Pteranodon,Ammonium,Ammonite
Ammonium,Pumpkin,Pumpkin Pie
Punch,Ammonium,Ammonia
Poolside,Ammonium,Ammonium
Ammonium,Poplar,Ammonia
Ammonium,Pork Chop Express,Ammonia
Potamus,Ammonium,Ammonia
Ammonium,Potash,Fertilizer
Potter,Ammonium,Harry
Ammonium,Rainbow Rock,Ammonite
Radio Tower,Ammonium,Radioactive
Ammonium,Question,Nothing
Radar,Ammonium,Ammonia
Ammonium,Rabbit,Ammonite
Racer,Ammonium,Nitro
Ammonium,Racetrack,Nitrogen
Quetzalcoatl,Ammonium,Ammonia
Ragnarok,Ammonium,Ammonia
Puff,Ammonium,Ammonia
Puppy,Ammonium,Ammonia
Ammonium,Reggae,Ammonia
Rice Krispies,Ammonium,Nothing
Ammonium,Recycle,Ammonia
Relationship,Ammonium,Ammonia
Ammonium,Rescue,Ambulance
Ammonium,Rhea,Ammon-Rhea
Religion,Ammonium,Ammonia
Ammonium,Rice Paddy,Fertilizer
Rice Pudding,Ammonium,Ammonia
Ammonium,Riot,Ammonia
Ammonium,Riddle,Ammonia
Ammonium,Roast,Ammonia
