first,second,result
Gas,BBQ,Fire
Bull,Sand Buggy,Chariot
Cherub,Tea Plant,Tea
Stained Glass,Fire Axe,Church
Titanicpunk,Steam Multiverse,Steampunk
Polar Bear,DUI,Penguin
Recipe,Bandage,Mummy
Captain,Sauron,Pirate
Dark Matter,Onyx,Black Hole
Margarita,Steam Train,Tequila Express
Nap,Bear,Hibernation
Shard,Bubble Bath,Glass
Tannenbaum,Fire Stone,Fireplace
Locust,Zephyr Tractor,John Deere
Glass House,Sand Golem,Sand Castle
Tea Storm,Desert Island,Tea
Drunklider,Dust Weed,Dust Drunklider
Jackie Chan,Emerald,Green Hornet
Super Mario,Smores,Mario
Petrol,Seeds,Biodiesel
Radio Wave,Skateboard Ramp,Wi-Fi
Noah’s Ark,Smoker Flytrap,Noah’s Ark
Tannenbaum,Red,Christmas
Helicar,Cornstalk,Helicorn
Snowstorm,Tea Party,Snowman
Water Trap,Fertilizer,Plant
Witch,Alphabet Soup,Spell
Car Wash,Banana,Monkey
Octopus,Ferry,Kraken
Bouquet,Transylvania,Dracula
Aquavit,Glass,Cocktail
Fire Swamp Fire,Cthulhu,Cthulhu
Dune,Slime,Sand
Tectonic,Easter Lily,Plate
Kingfisher,Fire Water,Phoenix
Scream,Swamp Engine,Scream Engine
Snowball,Phone,Snowman
Dragon Flower,Potassium Nitrate,Gunpowder
Sand,Glitch,Sandwich
Iced Tea,Amphibious Helicopter,Arnold Palmer
Muddy Wind Farm,Lizard,Dinosaur
Sea Monkey,Airship,Pirate
Steam Jetpack,Head,Astronaut
Electricity,Sushi Trap,Electric Eel
Steamplane,Date,Time Travel
Ra,Fire Cactus,Fire Cactus
Gargoyle,Sweet Pickle,Gargoyle
Rosé,Frosty Window,Wine
Piston,Flying Fish Sushi,Airplane
Moonmobile,Snow Plow,Snowmobile
Toxic Waste,Corn on the Cob,Mutant Corn
Wipers,Mountain House,Ski Lift
Draco,Mountain Goat,Dragon
Snow Train,Sweat,Snowman
Butterfly,Vase,Moth
Titanado,Mustard,Titanic
Tides,Airplane,Tsunami
Holy Fire,Amen,Priest
Palm Shark,Stick,Palm Tree
Battlefield,Hoover Dam,Titanic
Mountain Tractor,Madagascar,Lemur
Bookshelf,Wolfman,Werewolf
Dock,California Roll,Sushi Boat
Goblin,Colorado,Hobbit
Audrey Iii,Tornado Castle,Audrey Iii
Vegetable,Sunset,Carrot
Tea Tsunami,Smoke,Tea
Flashlight,Trainwreck,Lightning
Depth,Night,Darkness
Mermaid Flytrap,Kush,Seaweed
Mountain Dew Vine,Dune Buggy,Mountain Dew Buggy
Puss,Steak,Cat
Diamond Sword,Gasoline,Flamethrower
Worship,Cumulonimbus,Zeus
Fishing Plane,Jail,Fishing Plane
Pot of Gold,Hanglider,Leprechaun
Scalpel,Sydney,Opera
Market,Fratnado,Fratnado
Snowball,Aardvark,Snowman
Kaleid,Metal,Robot
Typhoon,Teacher,Tornado
Train,Confused,Crash
Pipe,Engagement,Wedding
Windsurfing,Beef Bourguignon,Surf and Turf
Freeze,Mothman,Yeti
Holy Plant,Superstorm,Tornado
Daisy,Milestone,Flower
Slow,Tea Time,Tea
Cough Honey,Racer,Cough Syrup
Ent,Snowden,Whistleblower
Hailstone,Wooden Helicopter,Wooden Helicopter
Fallout Shelter,Mouse Trap,Mousetrap
Cloud Trap,Picasso,Cloud
Mop,Flying Machine,Broom
Tan,Politician,Trump
Ghost Train,Combine Harvester,Choo Choo Boo Boo
Knife,Sulfur,Gunpowder
Crayfish,Sea Dragon Egg,Sea Dragon
Poplar,Dustpunk,Poplar
Tiberias,Hanglider,Paraglider
Fire Coral,Parking Lot,Fire
Valley,Migraine,Headache
Werepalm,Mystery,Werewolf
Central Park,Yacht,Statue of Liberty
Protest,Carrot,Nothing
Cloud Computing,Super Steam,Super Cloud
Fire Chameleon,Pomegranate,Phoenix
Steam Detector,Poop,Stink
Brine,Crown,King
Electric Train,Dark Energy,Dark Matter
Frankincense,Crown,King
Crystal Pepsi,Camera,Crystal Pepsi
Mona Lisa,Rocket,Moon
Wine Train,Nile,Egypt
Phantom Train,Kermit,Muppet
Soupidon,Flying Sand,Flying Sand
Antarctica,Waste,Penguin
Margarita,Fertile Land,Tequila
Pearl,Transistor,Radio
Crystal,Titanic 2,Iceberg
Jackson,Dog,Michael
Thunderbird,Tank Serpent,Titan
Yellow Submarine,Sandboarding,Nothing
Canal,Launch,Rocket
Dragonzilla,Tornado Fish,Tornado Dragon
Synchronized Swimming,Moat,Castle
Pond Scum,Sushi Trap,Sushi
Helicopter,Protestant Reformation,Lutheran
B-52,Beach,Bikini
Tugboat,Tsunamph,Tsunami
Sailboat,Dandelion Dragon,Dragon
Llama,Jade,Nothing
Wedding,Mario Galaxy,Mario Wedding
Reincarnation,Wheat,Bread
Duster,Wind Chime,Wind
Radio Wave,Dog,Wifi
Drunk,Slice,Pizza
Sunami,Muddy Window,Tsunami
Pothole,Ash,Pothole
Steam Turbine,Aircraft Carrier,Steamship
Traffic,White Christmas,Snow Jam
Flowerpot,Tea Station,Teapot
Acid,Capsaicin,Hot Sauce
Eskimo,Mothra,Eskimothra
Stork,Portal,Baby
Black and Tan,Bomb,Guinness
Black Sand,Steampunk Island,Steampunk Island
Muddy Robocloud,Marsquake,Muddy Robocloud
Seaweed Roll,Asthma,Sushi
Egypt,Chicken Of The Volcano,Mummy
Soil,Steamboy,Steam
Molotov,Protest,Riot
