first,second,result
Mutant,Cinderella,Rapunzel
Mutant,City,Zombie
Mutant,Cleaner,Cleaner
Clock,Mutant,Time Travel
Mutant,Color,Rainbow
Mutant,Cloud Station,Cloud
Mutant,Clouds,Rainbow
Coconut Milk,Mutant,Coco
Mutant,Coconut Tree,Cocoon
Mutant,Colored Pencil,Crayon
Mutant,Corn,Popcorn
Mutant,Compass,Magneto
Mutant,Computer,Hacker
Mutant,Cotton,Candy
Mutant,Cow,Minotaur
Mutant,Cure,Vaccine
Mutant,Curiosity,X-Men
Mutant,Crop Circle,Alien
Mutant,Dead Sea,Zombie
Devil,Mutant,Demon
Mutant,Dating,X-Men
Mutant,Dandelion Tea,Dandelion
Mutant,Cyborg,Robot
Mutant,Dog,Werewolf
Mutant,Double Axe,Hulk
Mutant,Drain,Vampire
Mutant,Dracula,Vampire
Dough,Mutant,Bread
Mutant,Duck and Cover,Duck Hunt
Mutant,Drink,Alcoholic
Mutant,Dryad,Tree
Mutant,Duckling,Duck
Dust Bunny,Mutant,Dust Mite
Mutant,Dump Truck,Monster Truck
Mutant,Duckweed,Duck
Dustpan,Mutant,Broom
Mutant,Dust Trap,Dust Bunny
Mutant,Dwarf,Hobbit
Mutant,Dutch,X-Men
Mutant,Eagle,Phoenix
Mutant,Dynamite,C4
Mutant,Eden,Adam
Egg,Mutant,Alien
Mutant,Emulsion,Slime
Mutant,Electric Eel,Electric Man
Emerald,Mutant,Hulk
Exhaust,Mutant,Monster Truck
Mutant,Eraser,Cleaner
Mutant,Engagement,Wedding
Mutant,Eyjafjallajökull,Lava
Mutant,Everest,Yeti
Mutant,Farmer,Zombie
Mutant,Fire Balloon,Dragon
Mutant,Fart,Skunk
Mutant,Fenghuang,Phoenix
Mutant,Fertilizer,Super Mutant
Mutant,Fire Breath,Dragon
Fire Plant,Mutant,Venus Flytrap
Fire Swamp,Mutant,Nothing
Mutant,Fire Breathing Dragon,Godzilla
Mutant,Firewood,Fire
Firefighter,Mutant,Hulk
Mutant,Fire Venus,Phoenix
Mutant,Fire Truck,Fire Mutant
Mutant,Fire Train,Dragon
Mutant,Fishing Boat,Pirate
Fishing Rod,Mutant,Fishman
Mutant,Fish Tank,Fishman
Mutant,Flat Earth,Flatland
Flint,Mutant,Mutant
Mutant,Flock,Sheep
Flying Car,Mutant,Batman
Mutant,Flying Dust,Superhero
Mutant,Flying Pig,Superman
Mutant,Food,Nothing
Mutant,Flying Starfish,Teenage Mutant Ninja Turtle
Foggy Ghost,Mutant,Slenderman
Flying Shark,Mutant,Flying Mutant Shark
Mutant,Flying Sushi,Flying Fish
Mutant,Fortress,Cyclops
Mutant,Fragrance,Skunk
Mutant,Fountain,Golem
Fruit,Mutant,Monster
Mutant,Fungi,Zombie
Mutant,Fungus,Zombie
Mutant,Galileo,Superman
Mutant,Garage,Hulk
Mutant,Funnel Cake,Clown
Mutant,Google,Android
Garlic,Mutant,Vampire
Mutant,Goat,Cyclops
Mutant,Goose,Swan
Gnome,Mutant,Goblin
Grave,Mutant,Zombie
Mutant,Grand Canyon,Hulk
Mutant,Greenhouse,Plant
Greenland,Mutant,Hulk
Mutant,Grill,Barbecue
Mutant,Hanglider,Batman
Mutant,Himalayas,Yeti
Head,Mutant,Cyclops
Mutant,Great Wall of China,Great Wall Of Mutant
Hive,Mutant,Zombie
Mutant,Holy Spirit,X-Man
Mutant,Hole,Mole
Mutant,Hobbit,Gollum
Mutant,Holy Grail,Mutant Grail
Mutant,Hops,Superhero
Mutant,Hot Fudge,Sundae
Hula,Mutant,Hulk
Mutant,Hydroelectric,Hydro Man
Mutant,Hydroelectricity,Hydro-Man
Mutant,Ice Cream Cone,Nothing
Mutant,Iron,Robot
Mutant,Jet Ski,Aquaman
Mutant,Ivy,Poison Ivy
Mutant,Jonah,Ninja
Kaleidoscope,Mutant,Mutant
Jupiter,Mutant,Zeus
Kale,Mutant,Broccoli
Mutant,Joint,Cannabis
Mutant,Ketchup,Tomato
Kraken,Mutant,Cthulhu
Mutant,Knight,Superhero
Mutant,Krakken,Cthulhu
Lagoon,Mutant,Swamp
Lamp,Mutant,Genie
Landfill,Mutant,Monster
Landing,Mutant,Superman
Mutant,Krill,Shrimp
Mutant,Lava Cake,Lava Cake
Mutant,Lava Monster,Lava Monster
Laser,Mutant,Cyclops
Mutant,Lawn,Zombie
Mutant,Landship,Tank
Mutant,Lily Flytrap,Venus Flytrap
Library,Mutant,Bookworm
Mutant,Loch Ness,Nessie
Longboat,Mutant,Viking
Mutant,Longsword,Ninja
Mutant,Lost,X-Men
Mad Hatter,Mutant,Alice
Mutant,Magma,Lava
Mutant,Mangrove Forest,Swamp Thing
Mutant,Meteor Shower,Superhero
Mutant,Metal,Cyborg
Mutant,Megalodon,Sharktopus
Mutant,Mead,Honey
Mutant,Matcha,Hulk
Meteorite,Mutant,Superhero
Milkshake,Mutant,Hulk
Mutant,Mire,Swamp
Mutant,Milk,Cheese
Mutant,Metro,Metro 2033
Mississippi,Mutant,Muddy
Mutant,Monk,Ninja
Mutant,Money,Rich
Mutant,Moat,Zombie
Monkey,Mutant,Ape
Mutant,Monster Truck,Monster Truck
Mutant,Moon Mountain,Werewolf
Mutant,Monster,Frankenstein
Mutant,Mop,Janitor
Mutant,Moses,X-Men
Mutant,Mountain Tornado,Yeti
Mutant,Mountain Tea,Yeti
Mutant,Muddy Wind Farm,Swamp Thing
Mutant,Muddy,Swamp Thing
Muddy Teapot,Mutant,Swamp Thing
Mutant,Muddy Wine,Muddy Mutant
Mutant,Narwhal,Unicorn
Mutant,Multiverse,Superman
Mutant,Mudweed,Swamp
Mountain Wine,Mutant,Mountain Dew
Mud Puddle,Mutant,Swamp Thing
Mutant,Ninja,Turtle
