first,second,result
Telescope,System,Hubble
Aeon,Fuel,Time Machine
Amphicar,Spliff,Nothing
Iceberg,Dustover,Snowman
Mountain Range,Smurf Village,Smurf Mountain
Greek,Smoked Duck,Gyro
Light,Heat,Sun
Mosaic,Galaxy,Universe
Moai,Dragon Egg,Dragon
Sponge,Snowbird,Penguin
Parrot,Pond,Pollywog
Necklace,Computer,Hacker
Dessert,Paper,Menu
Money Tree,Scream,Bank
Bomb,Saki,Sake Bomb
Poltergeist,Choo Choo,Ghost Train
Mop,Terracotta,Sponge
Super Volcano,Landslide,Super Landslide
Diamond Block,Dustover,Diamond
Petra,Ark,Noah
Ham,Tornadate,Hamlet
Perfume,Hole,Smell
Tank,Ninja,Nothing
Orchid,Penguin,Tuxedo
Shire,Hot Tea,Hobbit
Dust Storm,Cork,Tornado
Reflection,Dragonborn,Dovahkiin
Mountain High,Taz,Tazmanian Devil
Alchemy,Mud Tea,Mud
Oasis,Chicken,Phoenix
Mothman,Mount Rushmore,Statue of Liberty
Pope Mobile,Sandy Claus,Sandy Claus
Fire Breathing Dragon,Bible,Game of Thrones
Earth,Sugar,Candy
Tunnel,Toaster Strudel,Nothing
Lily Pad,Bubblegum,Frog
Worship,Kaleidoscope,Religion
Painting,Winemaker,Wine
Drawbridge,Camera,Snapshot
Firebird,Snow Moon,Phoenix
Antimatter,Moon,Black Hole
Tornado,Grave,Tornado
Rake,Sandstorm,Dust
Red Planet,Paper,Mars
Vase,Cerberus,Hydra
Raisin,Easter Bunny,Easter Egg
Grass,Fertilizer,Lawn
Hobbit,Dough,Gollum
Stone,Pumice,Rock
Pina Colada,Muddy Wine,Mudslide
Dryad,Penguin,Penguin
Blimp,Warrior,Zeppelin
Fruit,Ant,Aphid
Spain,Sushi,Paella
Hobbit,Jewelry,Ring
Meade,Snoop Dogg,Snoop Lion
Zephyr,Tornadroll,Tornado
Chili Pepper,Mass,Hot Sauce
Beer,Drogon,Drunk Dragon
Bling,Tunnel,Mine
Clean Air,Magma,Volcano
Trainwreck,Bahamut,Nothing
Quetzalcoatl,Mountain Dew Baja Blast,Mountain Dew Baja Blast
Archipelago,Windsurfing,Hawaii
Eurasia,Jack Daniels,Russia
Donald,Swan,Duck
Sandnado,Penguin Express,Penguin Express
Elon Musk,Feed,Twitter
Software,Dragon Tornado,Computer
Yoda,Cannon,Jedi
Tarzan,Fire Ski,Fireman
Drowned Cowboy,Cinderbot,Cinderbot
Beluga,Tea Tsunami,Whale
Antimatter,Hangar,Black Hole
Hula-Tsunami,Sandpunk,Sandman
Wash,Monkey King,Clean
Cygnus,Steam Locomotive,Zeus
Toast,Steamboat,Pop Tart
Dustin,Kaiju,Godzilla
Donald Duck,Steam Engine,Steamboat Willie
Spongecar,Omelette,Egg
Ashes,Reef,Coral
Emperor,Space Farm,Space Emperor
Fanboy,Lunar,Moon
Ice Cream Cone,Library,Brain Freeze
Fire Swamp,Aphrodite,Fire Swamp
Wheat,Shard,Bread
Pork,Shield,Bacon
Alpha,Samurai,Nothing
Mark Twain,Seed,Tom Sawyer
Chalk,Flat Earth Society,Circle
Coconut,Motocross,Coconut
Cruise,Volcanicus,Nothing
Space Goat,Iron Rocket,Space Goat
Fruit Fly,Leak,Nothing
Fire Train,Flying Fisherman,Nothing
Sushi Roll,Freezer,Nothing
Swordfish,Flying Carpet,Magic Carpet
Mudpot,Windmill,Geothermal
Greenland,Bahamut,Iceland
Parking Lot,Spy,Tail
Wolfsbane,Lava Lamp,Werewolf
Ghost Town,Dough,Ghost
Hippopotamus,Bjork,Iceland
Chili Con Carne,Ashes,Chili Con Carne
Monk,Salmon,Sushi
Spaceship,Mountain Oasis,Moon
Raincoat,Pharaoh,Mummy
Taj Mahal,Pudding,India
Drink,Biofuel,Ethanol
Mud Station,Slow,Mud
Sodom,Colored Pencil,Sodomy
Brew,Potassium,Beer
Thor,Torch,Lightning
Mutant,Japan,Godzilla
Rock,Heat,Lava
Leviathan,Sunstroke,Sunburn
Tan,Coral,Nothing
Baked,Pot,Potato
Taco,Cliff,Tacocat
Formula 1,Racetrack,Crash
Trawler,SOS,Nothing
Longsword,Message,Swordfish
Monocle,Dessert,Aristocrat
Hobbit,Rock,Golem
Gun,Jet Pack,Astronaut
Sandalstorm,Plesiosaur,Poseidon
Lava Cake,Snow Cone,Volcano
Molehill,Rock,Mountain
Apollo,Unicorn,Pegasus
Cotton Candy,Mirror,Unicorn
Rice Pudding,Steam Locomotive,Steam Pudding
TARDIS,Explosion,Doctor Who
Atlantis,Spaceman,Aquaman
Wheel,Fishing Pole,Car
Space Whale,Rocky,Moby Dick
Obelisk,Mt. Everest,Pyramid
Muddy Teacup,Mount Venus,Muddy Venus
Oasis Station,Seaplane,Airplane
Krabby Patty,Relax,Nothing
Sake,Casper,Ghost
Slave Ship,Camel,Pyramid
Potato Gun,Quicksand,Potato
Harvest,Werebear,Werewolf
Wolfsbane,Phoenix,Ashes
Crash Landing,Damn,Nothing
Stewpid,Oz,Wizard
Global Warming,Sailboat,Sinking Sailboat
GPS,Vulcan,Spock
Fire Venus,Steam Surf,Fire Venus
Flying Lawnmower,Joint,Flying Lawnmower
Dandelion Tea,Space Plant,Alien
Mjolnir,Space Mummy,Thor
Subtank,Vandalism,Graffiti
Cherub,Smoking,Angel
Art,Moonstone,Painting
Chimera,Refrigerator,Ice Cream
Pizza Hut,Ragnarok,Pizza Ragnarok
Jetpack,Firewater,Fire
March,Smoke Detector,Fire Alarm
Piña Colada,Turtle,Ninja
Wax,Tattoo,Candle
Condor,Dwarf,Eagle
Snowpunk,Loch Ness,Yeti
Space Farm,Molotov,Space Farm
Salt,Burning Zeppelin,Lot’s Wife
Frank Herbert,Library,Dune
Rosary,Scotch,Priest
Evolution,SpongeBob,Sponge
iPad,Ant Hill,Ant Farm
Checkmate,Bear,King
Sand Dollar,Baconator,Bacon
Sodium,Yin Yang,Salt
Mountain Dewshine,Pearl Diver,Mountain Dew
Ice Cream Sundae,Krakken,Ice Cream Sundae
Nirvana,Sand Lizard,Buddha
Immortality,Egg,Phoenix
Paper Mountain,Polly,Parrot
Moon,Hydra,Werewolf
Monorail,Light Bulb,Train
Sherlock,Igloo,Holmes
Cloud Train,Pop,Popcorn
Petrified Wood,Illusion,Stone
Microwave,Salmon,Fish
Galileo,Dune,Moon
Windshield Wipers,Winemaker,Vintner
Pearl,Matterhorn,Necklace
Palm,Calendar,Tiki
Drink,Celebration,Champagne
Sandwitch,Bulb,Lamp
Red Planet,Mummy,Mars
Fire Train,Sultana,Fire Train
Fire Alarm,Super Fire,Super Fire Alarm
Snowpocalypse,Pizza Hut,Pizza Hut
Pigpen,Baby,Pig
Anvil,Cyclone,Tornado
Darkness,Sick,Disease
Mountain,Lord of the Rings,Mordor
Wall,Honeymoon,Honeycomb
Dust Truck,Confetti,Cleaning
Einstein,Holy Engine,God
Haunted House,Umbrella,Ghost
Crucifix,Pencil Tree,Palm Tree
Parade,Jewelry,Queen
Tiamat,Mead,Drunken Dragon
Sodom,Bone,Sodomy
Fairy,Dry,Dust
Easter,Tadpole,Frog
Steampunk Pirate,Space Flower,Space Pirate
Sail,Space Lizard,Spaceship
Zephyr,Tornado Venus Flytrap,Tornado Venus Flytrap
Light,Optimus Prime,Optimus Prime
Muddy Train,Quagmire,Swamp
Ice Tornado,Fireman,Fire Tornado
Axolotl,Sea Star,Axolotl
Toast,Air Force,Airplane
Skiing,Jack Burton,Jack Burton
Flying Car,Tea Leaf,Tea Bag
Sashimi,Whisper,Secret
Cave,Peking Duck,Cave Duck
Molotov,Norway,Viking
Coconut Water,Australia,Cocos
Batter,Sea Star,Battery
Balsamic Vinegar of Modena,Dust Trap,Balsamic Vinegar Of Modena
Grapevine,SpongeBob,Wine
Polar Bear,Cork,Iceberg
Ice King,Sushi,Ice Sushi
Super Volcano,Werefish,Werevolcano
Pickleback,Crayon,Crayon Pickle
Pea,Ruins,Peasants
Tuxedo,Sharktopusnado,Sharktopusnado
Steamverse,Kaleidoscope,Steam
Jet Ski,Hula Hoop,Hoverboard
Terrorist,Wash,Clean
Steam Phoenix,Deja Vu,Phoenix
Piggy,Bunny,Piggy
Stress,Space Whale,Black Hole
Titanic,Space Plant,Space Titanic
Space,Engagement,Wedding
Meade,Hail,Mead
Paper Airplane,UFO,Alien
Pigcasso,Cnidaria,Jellyfish
Snowicane,Lens,Snowflake
Vinaigrette,Explosion,Salad
Radio,Kaleidoscope,Radio Waves
Snowy Owl,Dark Matter,Harry Potter
Jetea,Space Weed,Space Tea
Mummy,Werebear,Werewolf
Buddha,Were-tree,Tree
Ghost,Lion King,Mufasa
Flying Machine,Crash,Airplane
Audrey II,Cross,Jesus
Dream,Tea Plant,Tea
Swing,Sky Castle,Cloud
Cornfield,Valley,Corn Valley
Flying Starfish,Train Station,Super Mario
Spaghetti,Turbine,Pasta
Sandbox,Steam Ship,Sandbox
Well,Hot Air,Geyser
Lily,Cottage,Cottage
Tuna,Valley,Canyon
Scotland,Flat Rock,Golf
Faun,Pipe,Pan
Moon Rover,Led Zeppelin,Moon Rover
Sandmobile,Sage,Sandman
Leak,Muddy Viking,Swamp
Mechanic,Space Station,Repair
Potassium,Jack Burton,Jackassium
Mudweed,Typhoon,Swamp
Teacup,Yggdrasil,Tea
Mud Devil,Crash,Mud Devil
Moon Star,Cross,Vampire
Marijuana,Valley,Silicon
T-Rex,Nose,Dinosaur
North,Shark,Polar Bear
Demon,Kaleidoscope,Demon
Ink,Sushi Roll,Sushi
Sparks,Goose,Fireworks
Mummy,Firefly,Lamp
Dandelion Island,Solar Power,Solar Panel
Electric Tea,Piranha,Electric Piranha
Audrey Iii,Star Whale,Audrey Iii
Steamverse,Sandstorm,Sandstormverse
Noah,Mickey,Mouse
Sushi Roll,Lawn,Lawnmower
Snow Tea,Dove,Snow White
Stegosaurus,Pineapple Tree,Pinecone
Runner,Earth,Farmer
Sos,Sweat,Sos
Drink,Escape,Hangover
Charcoal,Groom,Bride
Coin,Space Invader,Alien
Unicorn,Cowboy,Cowcorn
Flame,Alligator,Dragon
Ironwood,Tease,Ironwood
Steam Bunny,Solar System,Universe
Stegosaurus,Oktoberfest,Stegosaurus
Hydra,Tea Time,Tea Time
Pen,Leviathan,Leviathan
Dragon Tornado,Popcorn,Popcorn
Kraken,Snow Sub,Snowman
Confession,Statue of Liberty,Lady Gaga
Cloud Train,Rubber,Tire
Aeolus,Port,Wind
Snow Leopard,Surfing,Snowboarding
Tatooine,BBQ,Jabba
Catholic,Bridge,Priest
Window,Tea Station,Tea House
Steam Punk,Cross,Steam Punk
Maid Marian,Amazon,Robin Hood
Wind Farm,Prickly Pear,Cactus
Dandelion Tea,Firewater,Dandelion Wine
Pitch,Burning Zeppelin,Fire
Romance,Windshield,Wipers
Sandalwood,Lightsaber,Jedi
Jet Ski,Holy Dandelion,Jesus
Krakatoa,Mudsurfing,Volcano
Ore,Chicken Of The Sea,Chicken
Church,Apple Juice,Cider
Radio Wave,Pipe,Radio
Pencil Sharpener,Swamp Thing,Pencil
Continents,Match,Fire
Treasure,Cheeseburger,Pirate
Temple,Wood,Pillar
Pickleback,Onyx,Nothing
Olympus Mons,Ship,Mars
Landship,Blade,Tank
Snowicane,Moonstone,Snowflake
Race,B-52,Air Race
Wish,Djinn,Genie
Exhaust,War,Tank
Animation,Race Car,Mario
Grand Canyon,Garage,Car
Tomato,Dandylion,Pizza
Family,Scream,Reunion
Relationship,Shard,Marriage
Black Pearl,Eyjafjallajökull,Volcano
Aquarium,Wizard,Mermaid
Mead,Sandpiper,Sandwich
Swasabi,Wine,Sake
Toad,Burger,Prince
Dew,Candy Cane,Rainbow
Tomato,Peacock,Salad
Arnold Schwarzenegger,Smoke Signal,Terminator
Sandtitanic,Island,Atlantis
Clock,Mecha Dragon,Time Machine
Pumpkin,Loch,Nessie
Hacker,Bog,Swamp
Oz,Blog,Blogoz
Glacier,Supercontinent,Ice Age
