first,second,result
Basket,Tugboat,Cargo
Basket,Typhoon,Tornado
Basket,Trawler,Fishing
Basket,Umbrella,Parasol
Basket,Tornado Plant,Tornado
Basket,Tornado Dragon,Basket Ball
Basket,Transportation,Bus
Basket,Vegetarian,Salad
Basket,Vampire Flower,Vampire
Basket,Underground,Cave
Basket,Venice,Gondola
Basket,Valley,Nothing
Basket,Vegetable,Salad
Basket,Vacation,Picnic
Basket,Urn,Pot
Basket,Uranus,Basket Ball
Basket,Ursa Major,Big Dipper
Vaccine,Basket,Vaccine
Basket,Venus Fly Trap,Flower
Valentine,Basket,Heart
Basket,Triple Axe,Basket Case
Basket,Wealth,Shopping
Basket,Wedding Ring,Bride
Basket,Wand,Magic
Basket,Washing Machine,Laundry
Basket,Wedding,Bride
Basket,War,Trojan Horse
Basket,Vino,Wine
Basket,Voltron,Lion
Basket,Vulcan,Basket Case
Basket,Vulture,Mummy
Basket,Water Rocket,Basket Rocket
Basket,Vortex,Tornado
Basket,Vinaigrette,Salad
Basket,Viking Ship,Basket Case
Basket,Warp,Time
Basket,Wheat,Bread
Basket,Whine,Wine
Basket,WiFi,Internet
Basket,Wine Glass,Wine
Basket,Well,Water
Basket,Wine Bottle,Drunk
Basket,Winnie the Pooh,Honey
Basket,Werepig,Piggy Bank
Basket,Were-tree,Wicker Man
Basket,Witch Hut,Witch
Basket,Wiper,Mop
Basket,Winter,Snowman
Basket,Wish Upon A Wish Upon A Star,Wish Upon A Wish Upon A Wish Upon A Star
Basket,Witch Hunt,Witch
Basket,Witch Doctor,Voodoo Doll
Basket,Wizard,Witch
Basket,Wipers,Mop
Basket,Wooden Space Ship,Nothing
Basket,Woodpecker,Nest
Basket,Wrinkle,Wrinkle
Basket,Wool,Sweater
Basket,Worm,Apple
Basket,Windsurfer,Surfboard
Basket,Werepuddle,Basketcase
Basket,Wet Paint,Basket Case
Basket,Wet Dandelion Patch,Basket Case
Basket,Wooden Submarine,Ark
Basket,Yosemite,Yosemite Sam
Basket,4th of July,Picnic
Yak,Basket,Nothing
Basket,Zombie King,Zombie
Basket,Yellow,Banana
Basket,Yoga,Yogi
Basket,Yin Yang,Feng Shui
Basket,9/11,Nothing
Basket,Abduction,Kidnapping
Basket,1260,Nothing
420Wine,Basket,Nothing
Basket,Werephoenix,Werebasket
Basket,1680,Nothing
Basket,Airport Station,Airport
Basket,Alcoholic,Drunk
Basket,Abominable,Snowman
Basket,Aladdin,Genie
Basket,Alchemy,Egg
Basket,Air Force,Air Ball
Basket,Alcatraz,Basketball
Basket,Alicorn,Unicorn
Basket,Zephyr Station,Basket Ball
Basket,Adobepunk,Basketball
841,Basket,925
Basket,Agriculture,Market
Basket,Alphabet Soup,Basket Case
Basket,Ambergris,Perfume
Basket,Ambulance,Stretcher
Basket,American Revolution,Boston Tea Party
Amethyst,Basket,Wine
Basket,Aloe Vera,Nothing
Basket,Alpine Flower,Nothing
Basket,Ammon,Ammonite
Basket,Alpine,Nothing
Basket,Ammonium,Nothing
Basket,Adobe Flash,Fruit
Basket,Adobe Patch,Pottery
Basket,Ammonoid,Ammonite
Basket,Alcoholism,Basket Case
Basket,Air Steam Dragon,Basket Ball
Basket,Alpha Centauri,Basketball
Basket,Android,Basket Ball
Basket,Angel of Death,Moses
Basket,Animation,Cartoon
Basket,Ant Smoker,Picnic
Ant Ness,Basket,Ant Ness
Basket,Anarchy,Ball
Basket,Antarctica,Penguin
Basket,Antlantis,Basket
Basket,Amtrak,Train
Basket,Amphibious Helicopter,Basket Ball
Basket,Angler,Fish
Basket,Anvil,Hamper
Anxiety,Basket,Basket Case
Basket,Aphid,Plant
Basket,Antlion,Picnic
Basket,Antnado,Basket Ball
Basket,Apple Blossom,Apple
Basket,Amphibious Submarine,Submarine Basket
Basket,Apple Car,Apple Pie
Aquatron,Basket,Fish
Basket,Aquarius,Fish
Basket,Aquafan,Nothing
Basket,Antihistamine,Basket Case
Basket,Ant Dragon,Ant Eater
Ant Queen,Basket,Ant Eater
Basket,Andes,Nothing
Basket,Artist,Picasso
Basket,Artemis,Diana
Basket,Aquavit,Basketcase
Basket,Arsonist,Fire
Basket,Archaeologist,Mummy
Basket,Ashley,Basket Case
Basket,Arson,Fire
Basket,Armagnac,Basket
Basket,Army,Trojan Horse
Aspen,Basket,Basket
Basket,Asphalt,Basketball
Basket,Asthma,Basketball
Basket,Assassin,Basket Case
Basket,Apocadoom,Basketcase
Basket,Apollo 13,Basket Ball
Apple Tornado,Basket,Fruit Salad
Basket,Bacchus,Wine
Basket,Aurora Borealis,Easter
Basket,Bagpipe,Piper
Basket,Auntelope,Antelope
Basket,Baked Potato,Potato Chip
Basket,Atlantic,Net
Bakery,Basket,Bread
Basket,Ballet,Ballerina
Basket,BBQ Sauce,Nothing
Basket,Audrey Iv,Nothing
Basket,Baked Fish,Nothing
Basket,Arch,Arcade
Baby Polar Bear,Basket,Nothing
Appalachian Mountains,Basket,Appalachian Basket
Basket,Axolotl,Taco
Basket,Barbea,Barbeque
Basket,Banksy,Bank
Basket,Balsamic Vinegar Of Modena,Salad
Bandage,Basket,Mummy
Basket,Bank,Money
Basket,Banana Bread,Banana Split
Basket,Banana Boat,Banana
Basket,Banana Split,Banana
Basket,Barbecar,Picnic
Bamboo,Basket,Fishing Pole
Basket,Barbecane,Barbecue
Basket,Barn,Hay
Basket,Balloonfish,Basketfish
Basketball,Tornado,Tornado
Wind,Basketball,Airball
Basketball,Water,Pool
Basketball,Earth,Planet
Basketball,Fire,Flame
Basket,Basket,Basket
Lava,Basketball,Volcano
Basketball,Lake,Fish
Basketball,Plant,Tree
Basketball,Smoke,Fire
Basketball,Mountain,Mountain
Basketball,Dust,Dustbin
Basketball,Steam,Steamroller
Basketball,Volcano,Lava
Basket,Barbecue Wine,Picnic
Basket,Balsamic Reduction,Basket Case
Basketball,Sand,Beach
Basketball,Hurricane,Tornado
Mud,Basketball,Mudball
Basketball,Eruption,Volcano
Basketball,Cloud,Cloud
Basketball,Planet,Earth
Basketball,Engine,Airplane
Basketball,Ocean,Shark
Basketball,Ash,Kobe
Wave,Basketball,Tsunami
Basketball,Dandelion,Dandelion
Basketball,Mountain Range,Rocky
Fog,Basketball,Cloud
Basketball,Avalanche,Snowball
Basketball,Tsunami,Tsunami
Dragon,Basketball,Dragon Ball
Basketball,Beach,Beachball
Basketball,Stone,Hoop
Basketball,Clay,Golem
Basketball,Sandstorm,Sandstorm
Basketball,Storm,Thunder
Dandelion Patch,Basketball,Dandelion
Basketball,Boulder,Rock
Basketball,Tree,Treehouse
Basketball,Brick,Wall
Basketball,Cinder,Ash
Basketball,Swamp,Swamp Shark
Basketball,Desert,Dust
Basketball,Lightning,Lebron James
Basketball,Ice,Hockey
Basketball,Flower,Rose
Basketball,Forest,Tree
Basketball,Dune,Sand
Basketball,Island,Bermuda
Basketball,Incense,Smoke
Fish,Basketball,Fishing
Basketball,Dust Storm,Dust Bowl
Basketball,Landslide,Avalanche
Basketball,Lily,Kobe
Basketball,Leaf,Tree
Basketball,Fjord,Michael Jordan
Basketball,Glass,Backboard
Basketball,Phoenix,Suns
Basketball,Oasis,Oasis
Basketball,Seaweed,Seaweed
Basketball,Obsidian,Volleyball
Basketball,Rock,Boulder
Basketball,Rocket,Space Jam
Basketball,Pollen,Bee
Basketball,Sea,Shark
Basketball,Marsh,Swamp
Basketball,Bog,Swamp
Basketball,Mist,Fog
Basketball,Rain,Rainbow
Basketball,Puddle,Splash
Basketball,River,Jordan
Basketball,Surf,Surfing
Basketball,Tea,Teaball
Basketball,Sun,Sun
Basketball,Tractor,Tractor
Basketball,Moon,Space Jam
Basketball,Star,Michael Jordan
Basketball,Wine,Spalding
Basketball,Adobe,Brick
Basketball,Train,Bullet Train
Basketball,Soil,Dirt
Basketball,Weed,Kobe
Basketball,Alcohol,Dunk
Basketball,Seed,Plant
Basketball,Windmill,Dunk
Basketball,Car,Kobe
Basketball,Comet,Meteor
Atlantis,Basketball,Kobe
Basketball,Bong,Hoop
Basketball,Chai,Tea
Basketball,Snow,Snowball
Blade,Basketball,Knife
Basketball,Balloon,Michael Jordan
Basketball,Allergy,Sneeze
Basketball,Bush,Bush
Basketball,Continent,Africa
Basketball,Boat,Yacht
Basketball,Blizzard,Snowball
Basketball,Bottle,Bottlecap
Basketball,Destruction,Kobe
Basketball,Dirt,Mud
Basketball,Coral,Reef
Basketball,Cyclone,Tornado
Basketball,Eclipse,Moon
Basketball,Earthquake,Earthball
Basketball,Diamond,Diamond
Basketball,Energy,Slam Dunk
Basketball,Disaster,Kobe
Basketball,Cactus,Spike
Basketball,Electricity,Lightning
Basketball,Explosion,Kobe
Basketball,Delta,Dunk
Basketball,Dust Devil,Tornado
Fishing,Basketball,Fishing
Basketball,Frost,Snowman
