first,second,result
Wall,Relationship,Prison
Relationship,Zephyr,Love
Relationship,Aquarium,Fish
Relationship,Archipelago,Marriage
Algae,Relationship,Marriage
Amber,Relationship,Friendship
Relationship,Bee,Honey
Relationship,Apple,Family
Relationship,Yellowstone,Geothermal
Relationship,Beacon,Lighthouse
Barbecue,Relationship,Barbecue
Alien,Relationship,Marriage
Axe,Relationship,Divorce
Acid Rain,Relationship,Breakup
Relationship,Black Hole,Breakup
Candle,Relationship,Divorce
Campfire,Relationship,S’mores
Buddha,Relationship,Nirvana
Burn,Relationship,Divorce
Relationship,Carnivorous Plant,Venus Flytrap
Beer,Relationship,Problem
Relationship,Canyon,Marriage
Airship,Relationship,Marriage
Bullet Train,Relationship,Divorce
Relationship,Bomb,Divorce
Bouquet,Relationship,Wedding
Bulldozer,Relationship,Divorce
Captain Nemo,Relationship,Marriage
Compost,Relationship,Fertilizer
Relationship,Christmas Tree,Divorce
Cook,Relationship,Chef
Ceramic,Relationship,Marriage
Relationship,Cigar,Divorce
Catholic Church,Relationship,Marriage
Relationship,Coconut,Coconut
Relationship,Crash,Divorce
Cigarette,Relationship,Divorce
Relationship,Castle,Marriage
Relationship,Bubbles,Bubble Bath
Relationship,Cough,Divorce
Chimney,Relationship,Smoke
Clean,Relationship,Divorce
Dandelion Wine,Relationship,Marriage
Date,Relationship,Marriage
Relationship,Dust Bowl,Divorce
Diamond Block,Relationship,Marriage
Duck,Relationship,Marriage
Dragonfly,Relationship,Marriage
Dinosaur,Relationship,Marriage
Curtain,Relationship,Divorce
Relationship,Crocodile,Family
Relationship,Crayon,Divorce
Coral Reef,Relationship,Coralation
Dam,Relationship,Family
Crop,Relationship,Family
Crystal,Relationship,Diamond
Relationship,Flame,Love
Fan,Relationship,Fanfiction
Firebird,Relationship,Phoenix
Relationship,Fisherman,Marriage
Drunk,Relationship,Divorce
Relationship,Fence,Wall
Fairy,Relationship,Marriage
Relationship,Fireball,Divorce
Fire Station,Relationship,Fire
Fire Trap,Relationship,Divorce
Firework,Relationship,Explosion
Dustbin,Relationship,Divorce
Relationship,Fire Flower,Fireworks
Field,Relationship,Farm
Relationship,Frog,Prince
Giant Venus Flytrap,Relationship,Breakup
Relationship,Fire Tornado,Divorce
Relationship,Geothermal,Volcano
Geysers,Relationship,Hot Springs
Furnace,Relationship,Family
Golem,Relationship,Marriage
Relationship,Ghost,Marriage
Relationship,Goldfish,Marriage
Genie,Relationship,Marriage
Relationship,Graffiti,Love
Giant Mushroom,Relationship,Mario
Relationship,Flying,Airplane
Flour,Relationship,Bread
Grass,Relationship,Lawn
Relationship,Holy Lake,Marriage
Relationship,High,Marriage
Relationship,Flamethrower,Divorce
Ice Cream,Relationship,Breakup
Hangover,Relationship,Divorce
Relationship,Hot Air Balloon,Marriage
Hawaii,Relationship,Aloha
Grape,Relationship,Wine
Relationship,Iceland,Icebreaker
Relationship,Hot Spring,Love
Relationship,Jetpack,Breakup
Relationship,Hay Fever,Breakup
Relationship,Honeycomb,Bee
Match,Relationship,Fire
Mermaid,Relationship,Marriage
Helicopter,Relationship,Divorce
Magnifying Glass,Relationship,Stalker
Lily Pad,Relationship,Frog
Jewel,Relationship,Marriage
Relationship,Meade,Marriage
Lotus Flower,Relationship,Marriage
Life,Relationship,Marriage
Komodo Dragon,Relationship,Marriage
Relationship,Knife,Divorce
Kettle,Relationship,Marriage
Relationship,Leviathan,Marriage
Lunar Eclipse,Relationship,Breakup
Ozymandias,Relationship,Ozymandias
Pangaea,Relationship,Continent
Meteor,Relationship,Asteroid
Mirror,Relationship,Reflection
Nessie,Relationship,Love
Relationship,Palm,Coconut
Relationship,Nymph,Love
Nile,Relationship,Egypt
Milky Way,Relationship,Galaxy
Oil,Relationship,Divorce
Mangrove,Relationship,Mangrove
Onyx,Relationship,Marriage
Relationship,Nebula,Star
Paper Boat,Relationship,Divorce
Popcorn,Relationship,Breakup
Party,Relationship,Marriage
Quagmire,Relationship,Quagmire
Racecar,Relationship,Divorce
Relationship,Penguin,Divorce
Plow,Relationship,Marriage
Park,Relationship,Friendship
Poseidon,Relationship,Trident
Pollution,Relationship,Divorce
Prickly Pear,Relationship,Cactus
Piranha,Relationship,Divorce
Relationship,Plane,Marriage
Mudslide,Relationship,Divorce
Pop,Relationship,Popcorn
Ring,Relationship,Marriage
Relationship,Rose,Love
Relationship,Saguaro,Cactus
Sandbox,Relationship,Minecraft
Relationship,Rice,Marriage
Relationship,Saturn,Marriage
Sashimi,Relationship,Marriage
Relationship,Rover,Dog
Relationship,Robot,Marriage
Relationship,Salt,Marriage
Relationship,Rainforest,Marriage
Relationship,Sailboat,Marriage
Reef,Relationship,Coral
Salamander,Relationship,Love
Sneeze,Relationship,Allergy
Snowmobile,Relationship,Sleigh
Sea Monster,Relationship,Mermaid
Relationship,Snowball,Avalanche
Sharknado,Relationship,Sharknado
Pompeii,Relationship,Volcano
Relationship,Scent,Love
Relationship,Smoker,Marriage
Relationship,Shatter,Divorce
Sky,Relationship,Love
Shipwreck,Relationship,Divorce
Smell,Relationship,Love
Snowstorm,Relationship,Blizzard
Sauna,Relationship,Sweat
Swamp Thing,Relationship,Swamp Thing
Space Plant,Relationship,Alien
Sphinx,Relationship,Riddle
Relationship,Steamroller,Compromise
Relationship,Splash,Love
Relationship,Supervolcano,Pompeii
Supernova,Relationship,Black Hole
Super Volcano,Relationship,Pompeii
Relationship,Steam Turbine,Power Plant
Stew,Relationship,Soup
Relationship,Sponge,Spouse
Space,Relationship,Distance
Relationship,Space Station,Love
Spore,Relationship,Fungus
Tea Party,Relationship,Marriage
Relationship,Time,Marriage
System,Relationship,Marriage
Temple,Relationship,Marriage
Relationship,Sword,Marriage
Solar Flare,Relationship,Divorce
Relationship,Teacup,Teapot
Telescope,Relationship,Stalker
Relationship,Toadstool,Mushroom
Thunderstorm,Relationship,Lightning
Relationship,Tomb,Grave
Relationship,Tanker,Marriage
Relationship,Tire,Marriage
Tesla,Relationship,Electricity
Relationship,Vampire,Dracula
Vase,Relationship,Marriage
Vaporizer,Relationship,Steam
Troll,Relationship,Marriage
Town,Relationship,Marriage
Tunnel,Relationship,Love
Relationship,Village,Marriage
Vinegar,Relationship,Sour
Tumbleweed,Relationship,Divorce
Viking,Relationship,Marriage
UFO,Relationship,Abduction
Relationship,Truck,Marriage
Relationship,Tractor Beam,Black Hole
Relationship,Universe,Love
Relationship,Acid,Breakup
Relationship,Weather,Storm
Wind Turbine,Relationship,Energy
Relationship,420,420
Relationship,Winery,Honeymoon
Wasabi,Relationship,Sushi
Relationship,Yeti,Abominable
Wreck,Relationship,Divorce
Wolf,Relationship,Werewolf
Relationship,America,Marriage
Relationship,Amazon,Marriage
Relationship,Time Machine,Grandparents
Water Lily,Relationship,Lotus
Alps,Relationship,Switzerland
Amphora,Relationship,Wine
Ariel,Relationship,Mermaid
Relationship,Audrey II,Little Shop Of Horrors
Relationship,Ammonite,Ammonia
Aztec,Relationship,Marriage
Apple Pie,Relationship,Grandma
Relationship,Abominable Snowman,Yeti
Relationship,Astronaut,Space
Apple Tree,Relationship,Adam and Eve
Relationship,Ant,Aunt
Aspirin,Relationship,Divorce
Relationship,Art,Marriage
Amoeba,Relationship,Marriage
Aphrodite,Relationship,Love
Beach House,Relationship,Divorce
Bacon,Relationship,Pig
Relationship,Big Bang,Universe
Berserker,Relationship,Marriage
Relationship,Bat,Vampire
Beehive,Relationship,Honey
Relationship,Bear,Marriage
Balsamic Vinegar,Relationship,Balsamic Relationship
Relationship,Black,Marriage
Baptism,Relationship,Marriage
Bait,Relationship,Fishing
Relationship,Beef Bourguignon,Marriage
Barley,Relationship,Beer
Big Dipper,Relationship,Marriage
Bread,Relationship,Toast
Bob Marley,Relationship,Marriage
Bonfire,Relationship,Love
Blowout,Relationship,Divorce
Bonsai,Relationship,Tree
Relationship,Bookshelf,Library
Relationship,Breeze,Friendship
Relationship,Blind,Marriage
Relationship,Bottle Rocket,Bottle Rocket
Relationship,Battleship,Nothing
Relationship,Brew,Beer
Boiled Fish,Relationship,Marriage
Relationship,Blood,Family
Brandy,Relationship,Marriage
Broomstick,Relationship,Witch
Bullet,Relationship,Divorce
Relationship,Brine,Salt
Canoe,Relationship,Marriage
Relationship,Boiling Frog,Hot Water
Cannonball,Relationship,Divorce
Relationship,Camera,Selfie
Broken Window,Relationship,Divorce
Relationship,Carbon,Diamond
Relationship,Captain,Marriage
Relationship,Bridge,Marriage
Bubble,Relationship,Bubble
Broken,Relationship,Divorce
Relationship,Canal,Nothing
Cake,Relationship,Wedding
Charcoal,Relationship,Coalition
Choo Choo,Relationship,Train
Chef,Relationship,Marriage
Relationship,Cave,Marriage
Church,Relationship,Marriage
Relationship,Chili,Spicy
Relationship,Carnivore,Marriage
Cheese,Relationship,Divorce
Cider,Relationship,Marriage
Relationship,Chicken,Family
Relationship,Carrot,Marriage
Relationship,Chia,Nothing
Chariot,Relationship,Marriage
Relationship,Clock,Time
Compass,Relationship,Marriage
Relationship,Coconut Tree,Coconut
Cigar Box,Relationship,Divorce
Clockwork,Relationship,Marriage
Cinderella,Relationship,Prince
Cleaner,Relationship,Divorce
Coconut Milk,Relationship,Coconut
Color,Relationship,Rainbow
Computer,Relationship,Divorce
City,Relationship,Marriage
Relationship,Clouds,Nothing
Relationship,Colored Pencil,Art
Relationship,Cloud Station,Cloud
Relationship,Crown,Marriage
Relationship,Cure,Marriage
Devil,Relationship,Divorce
Cyborg,Relationship,Marriage
Relationship,Christmas,Santa
Relationship,Dog,Marriage
Corn,Relationship,Cornelius
Relationship,Crop Circle,Alien
Cow,Relationship,Marriage
Relationship,Curiosity,Jealousy
Relationship,Double Axe,Nothing
Relationship,Cotton,Divorce
Dandelion Tea,Relationship,Nothing
Confetti,Relationship,Divorce
Dynamite,Relationship,Explosion
Relationship,Dust Trap,Dustbin
Eagle,Relationship,Marriage
Relationship,Dracula,Divorce
Dump Truck,Relationship,Divorce
Relationship,Dryad,Tree
Duck and Cover,Relationship,Duck
Duckling,Relationship,Swan
Dwarf,Relationship,Marriage
Duckweed,Relationship,Duck
Relationship,Eden,Adam
Dutch,Relationship,Friendship
Relationship,Drain,Divorce
Dough,Relationship,Money
Fertilizer,Relationship,Family
Relationship,Enlightenment,Buddha
Relationship,Farmer,Marriage
Engagement,Relationship,Marriage
Relationship,Eraser,Breakup
Egg,Relationship,Family
Relationship,Dust Bunny,Dust Bunny
Emerald,Relationship,Family
Relationship,Everest,Marriage
Relationship,Egypt,Marriage
Emulsion,Relationship,Emotions
Elf,Relationship,Marriage
Relationship,Electric Eel,Nothing
Exhaust,Relationship,Nothing
Firefighter,Relationship,Divorce
Flock,Relationship,Flock
Fire Plant,Relationship,Marriage
Relationship,Fire Breathing Dragon,Divorce
Relationship,Fire Breath,Dragon
Relationship,Flint,Stone
Relationship,Flat Earth,Flatmate
Relationship,Fart,Breakup
Fire Swamp,Relationship,Volcano
Fire Truck,Relationship,Divorce
Relationship,Fishing Rod,Marriage
Relationship,Firefly,Love
Fire Train,Relationship,Nothing
Relationship,Fire Venus,Love
Relationship,Fuel,Gasoline
Fishing Boat,Relationship,Marriage
Food,Relationship,Family
Fungus,Relationship,Mushroom
Relationship,Fruit,Family
Frosty,Relationship,Snowman
Fortress,Relationship,Marriage
Relationship,Fountain,Love
Relationship,Flying Car,Flying Car
Flying Starfish,Relationship,Nothing
Relationship,Fragrance,Love
Flying Pig,Relationship,Nothing
Foggy Ghost,Relationship,Nothing
Flying Dust,Relationship,Nothing
Relationship,Garage,Carriage
Goat,Relationship,Love
Funnel Cake,Relationship,Breakup
Great Wall of China,Relationship,Great Wall Of China
Gem,Relationship,Engagement
Relationship,Grand Canyon,Grandparent
Garlic,Relationship,Vampire
Relationship,Greenhouse,Marriage
Relationship,Grapevine,Wine
Greenland,Relationship,Iceland
Google,Relationship,Breakup
Galileo,Relationship,Galilean Relations
Flying Sushi,Relationship,Love
Home,Relationship,Family
Hobbit,Relationship,Marriage
Hot Fudge,Relationship,Breakup
Relationship,Himalayas,Nepal
Relationship,Hole,Divorce
Relationship,Grill,Barbecue
Head,Relationship,Marriage
Hay,Relationship,Straw
Hellhound,Relationship,Divorce
Holy Spirit,Relationship,Marriage
Relationship,Hive,Bee
Relationship,Hermit,Marriage
Holy Grail,Relationship,Marriage
Geothermal Plant,Relationship,Geothermal Plant
Relationship,Jesus,Marriage
Relationship,Hydroelectric,Power
Human,Relationship,Marriage
Hula,Relationship,Hula-Hoop
Illusion,Relationship,Love
Jonah,Relationship,Whale
Relationship,Ice Cream Cone,Breakup
Relationship,Jupiter,Zeus
Relationship,Inquisition,Marriage
Relationship,Joint,Marriage
Relationship,Iron,Marriage
Hydroelectricity,Relationship,Power
Ivy,Relationship,Marriage
Hops,Relationship,Nothing
Jet Ski,Relationship,Jet Ski
Relationship,Landing,Marriage
Relationship,Lamp,Genie
Ketchup,Relationship,Tomato
Kaleidoscope,Relationship,Family
Knight,Relationship,Marriage
Relationship,Lagoon,Marriage
Kale,Relationship,Salad
Relationship,Kraken,Marriage
Relationship,Lava Cake,Volcano
Lawn,Relationship,Mower
Lawnmower,Relationship,Divorce
Krill,Relationship,Nothing
Lava Monster,Relationship,Nothing
Relationship,Krakken,Nothing
Matcha,Relationship,Matchmaking
Relationship,Lung,In-Law
Longsword,Relationship,Marriage
Magma,Relationship,Lava
Lily Flytrap,Relationship,Marriage
Landfill,Relationship,Trash
Relationship,Love,Marriage
Relationship,Longboat,Viking
Medicine,Relationship,Marriage
Relationship,Lost,Found
Mad Hatter,Relationship,Alice
Library,Relationship,Book
Light,Relationship,Friendship
Loch Ness,Relationship,Monster
Monkey,Relationship,Family
Monster,Relationship,Marriage
Medusa,Relationship,Breakup
Relationship,Milkshake,Breakup
Meteor Shower,Relationship,Asteroid
Monk,Relationship,Monogamy
Metal,Relationship,Marriage
Mead,Relationship,Wedding
Relationship,Metro,Subway
Milk,Relationship,Family
Money,Relationship,Divorce
Monster Truck,Relationship,Breakup
Megalodon,Relationship,Shark
Relationship,Meteorite,Asteroid
Muddy,Relationship,Muddier
Moonshine,Relationship,Marriage
Mud Puddle,Relationship,Mud
Mississippi,Relationship,Divorce
Mudweed,Relationship,Mud
Moonstone,Relationship,Love
Muddy Wine,Relationship,Muddy Waters
Mosquito,Relationship,Itch
Relationship,Mud Geyser,Nothing
