first,second,result
Treasure Map,Jetstream,Pirate
Dragonfly,Moisture,Dragon
Fenghuang,Big Dipper,Phoenix
Microscope,Pearl Diver,Oyster
Pencil,Sake,Sake
Little Shop Of Horrors,Mountain Dude,Mountain Dude
Salmon,Iron Man,Iron Salmon
Uranus,Landfill,Pluto
Bunny,Water Lily,Frog
Frosty,Mountain Car,Snowmobile
Baptism,Space Shuttle,Astronaut
Water Rocket,Tipsy,Drunk
Snapper,Rosé,Wine
Frog,Sandblaster,Lizard
Jam,Swamp Dragon,Jelly
Chalk,Ice Cream,Blackboard
Salad Bowl,Whirlpool,Sink
Saguaro,Wish,Cactus
Food,Windshield,Bug
Sand Monster,Bonsai,Cactus
Mountain Trap,Garbage,Trash
Paint,Engine,Paintball
Snail,Roast Duck,Escargot
Hourglass,Arrow,Time
Sea Turtle,Fruit Tree,Coconut
Tomato,Lawnvac,Salsa
Pan,Shrine,Pancake
Eyjafjallajökull,Crash,Volcano
Lagoon,Flint,Stone
Steam Tide,Steam,Steam Tide
Rings,Lightning,Zeus
Alien,Landslide,Meteor
Iron,Leech,Rust
Katana,Balloon,Ninja
Pot,Revolution,Teapot
Witch Hut,Joint,Witch
Platform,Amphora,Wine
Salad,Shrub,Bush
Pencil,Clouds,Rainbow
Sand,Fire Plant,Cactus
Ticket,Landfill,Fine
Nimbus,Snow Plow,Snowmobile
Surfing,Tarzan,Nothing
Drunk,Chess,Nothing
Canoe,Fragrance,Perfume
Ham,War,Hammer
Steam Train,Fire,Steam Engine
Resurrection,Swamp,Zombie
Brine,Tuxedo,Salt
Camping,Toxic,Toxic Waste
Tadpole,Flour,Bread
Dragonfly,Electric Engine,Helicopter
Monster,Balloon,Godzilla
Flying Car,Sparklers,Flying Car
Tornadroll,Sand Dragon,Sandstorm
Triton,Assassin,Poseidon
Turbine,Steam Surf,Electricity
Coconut Tree,Christmas Tree,Palm Tree
Geothermal,Dirty Duck,Clean Duck
Parrot,Jonah,Pirate
Splash,Kitesurfing,Wakeboarding
Medicine,Mech,Robot
420,Alcohol,Party
Solar Storm,Dutch,Tsunami
Zeus,Rainy,Poseidon
Carrot,Prison,Jail
Table,Pharaoh,Mummy
Cruise Ship,Patrick,Spongebob
Stress,Party,Hangover
Dustbuster,Yellow,Vacuum
Steamverse,Archaeologist,Steamverse
Tiger,Amphora,Wine
Gorilla,Avalanche,Yeti
Ice Cream Cone,Spongebob,Nothing
Hermit,Beach House,Beach Bum
Geothermal,Olympus,Zeus
Tiamat,Swamp Dragon,Dragon
Palace,Space Flower,Space Palace
Shards,Nuclear Submarine,Nuclear Waste
Fire Dragon,Lich,Dragon Zombie
Maple,Lily Pad,Maple Leaf
Aztec,Life,Human
Crown,Chaos,King
Ice Cream Cone,Ursa Major,Big Dipper
Tractor,Pumpkin,Jack-o-Lantern
Tomb,Vapor,Mummy
Nuclear Submarine,Yellowstone,Super Volcano
Clouds,Sand Castle,Sandstorm
Tide,Parrotfish,Coral
Flame,Bullet Train,Bullet Train
Camera,Alphabet,Photography
Nile,Dustpan,Pyramid
Ivy,Garden,Poison
Splash,Steam Surf,Surf
Condor,Pork,Bacon
Hogwarts Express,Fishbowl,Harry Potter
Amphibian,Berserker,Frog
Tea Storm,Paper Mache,Tea Pot
Iceberg,Riddle,Iceberg
Present,Fire,Candle
Dyson,Toga,Vacuum
Furnace,Flint,Steel
Electricity,Dating,Shock
Aquaman,Cash,Rich
Ninja,Landslide,Avalanche
Aurora,Haunted House,Ghost
Oil Tanker,Fire Trap,Explosion
Paint,Prism,Rainbow
Hail,Direction,Hail
Cow,Match,Steak
Sea Lettuce,Sandy Claus,Santa
Fire Dragon,Sauna,Fire Dragon
Vampire,Steam Dragon,Dracula
Parachute,Sauron,Parasaur
Holy Water,Cool,Ice
Odin,Big Bang,Ragnarok
Burnt Toast,Egypt,Mummy
Bacon,Home,Bacon
Drunken Master,Pond,Frog
System,Eraser,Error
Steam Lizard,Coffee,Dragon
Landfill,Rubber,Tire
Porky Pig,Dust Trap,Pigpen
Zoo,Sharkcano,Sharknado
Chest,History,Treasure
Pangaea,Sea Star,Pangaea
Supervolcano,Ewok,Eruption
