first,second,result
Prison,Viking Ship,Pirate
Viking Ship,Rally,Longboat
Pterodactyl,Viking Ship,Nothing
Raisin,Viking Ship,Raisin Bread
Viking Ship,Quicksand,Sinking Ship
Viking Ship,Prism,Rainbow
Viking Ship,Railroad,Pirate Ship
Viking Ship,Pufferfish,Pirate Ship
Pudding,Viking Ship,Cake
Quasar,Viking Ship,Longboat
Raft,Viking Ship,Pirate Ship
Race,Viking Ship,Longboat
Viking Ship,Rainbow Trout,Leif Erikson
Radio,Viking Ship,Pirate
Rust,Viking Ship,Iron
Viking Ship,Road,Viking
Refrigerator,Viking Ship,Iceberg
Viking Ship,Ruins,Viking
Reflection,Viking Ship,Mirror
Ruby,Viking Ship,Red Sea
Salt Lick,Viking Ship,Longboat
Romance,Viking Ship,Love Boat
Resin,Viking Ship,Amber
Rubber,Viking Ship,Rubber Duck
Sacrifice,Viking Ship,Valkyrie
Viking Ship,Sailor,Pirate
Rice Field,Viking Ship,Longboat
Viking Ship,Roast Duck,Longboat
Siren,Viking Ship,Pirate
Sharkicane,Viking Ship,Viking Ship
Viking Ship,Sand Dunes,Desert
Sea Dragon,Viking Ship,Kraken
Seaplane,Viking Ship,Pirate Ship
Viking Ship,Santa,Santa Ship
Viking Ship,Sky Castle,Pirate Ship
Sinking,Viking Ship,Titanic
Viking Ship,Singularity,Time Machine
Shards,Viking Ship,Viking
Sink,Viking Ship,Pirate Ship
Viking Ship,Sandwich,Submarine
Sharktopus,Viking Ship,Nothing
Viking Ship,Shrub,Bush
Sand Dragon,Viking Ship,Pirate Ship
Viking Ship,Smoking,Pirate
Snowflake,Viking Ship,Iceberg
Smoke Detector,Viking Ship,Fire
Snake,Viking Ship,Jormungandr
Viking Ship,Soda,Longboat
Smoke Signal,Viking Ship,Viking
Viking Ship,Snowplow,Longboat
Viking Ship,Space Farm,Space Viking
Viking Ship,Snowpocalypse,Iceberg
Viking Ship,Smurf,Smurfette
Sodium,Viking Ship,Sodium Chloride
Space Weed,Viking Ship,Space Viking
Solar Dust,Viking Ship,Sun
Steam Train,Viking Ship,Time Machine
Sunrise,Viking Ship,Valkyrie
Sunami,Viking Ship,Titanic
Sundae,Viking Ship,Ice Cream
Viking Ship,Steam Punk,Steam Ship
Station,Viking Ship,Airport
Squid,Viking Ship,Kraken
Speed,Viking Ship,Longship
Viking Ship,SpongeBob,Sponge Viking
Stonehenge,Viking Ship,Thor
Viking Ship,Stench,Longboat
Viking Ship,Stoned,Viking
Viking Ship,Steamship,Pirate Ship
Viking Ship,Thunderbird,Thor
Viking Ship,Steam Dragon,Steamboat
Swan,Viking Ship,Swan Boat
Viking Ship,Swamp Fire,Longboat
Viking Ship,Tadpole,Frog
Thor,Viking Ship,Viking
Viking Ship,Tempest,Pirate
Tiamat,Viking Ship,Leviathan
Viking Ship,Tarzan,Thor
Viking Ship,Surge,Longboat
Viking Ship,Time Travel,Time Ship
Time Ship,Viking Ship,Time Viking
Sweat,Viking Ship,Odin
Viking Ship,Supercontinent,Leif Erikson
Tornado Fish,Viking Ship,Pirate Ship
Toast,Viking Ship,Longship
Viking Ship,Steam Robot,Steamboat
Treasure,Viking Ship,Pirate
Triton,Viking Ship,Poseidon
Toxic Waste,Viking Ship,Longboat
Turtle,Viking Ship,Turtle Ship
Viking Ship,Titanado,Titanic
Viking Ship,Titan,Thor
Treehouse,Viking Ship,Longship
Tutankhamun,Viking Ship,Thor
Tsunamic,Viking Ship,Viking
Toad,Viking Ship,Frog
Torch,Viking Ship,Viking
Tomato,Viking Ship,Nothing
Unicorn,Viking Ship,Viking
Valkyrie,Viking Ship,Viking
Wax,Viking Ship,Candle
Viking Ship,Virus,Plague
Vatican,Viking Ship,Pope
Viking Ship,Vodka,Longboat
Vesuvius,Viking Ship,Volcano
Wheel,Viking Ship,Chariot
Windshield,Viking Ship,Car
Wet,Viking Ship,Soggy
Vape,Viking Ship,Vape Ship
Warmth,Viking Ship,Longboat
Twister,Viking Ship,Pirate Ship
Vapor,Viking Ship,Steamboat
Zeus,Viking Ship,Thor
Witch,Viking Ship,Valkyrie
Windsurfing,Viking Ship,Viking
Viking Ship,Air,Pirate Ship
Viking Ship,Africa,Nothing
Wish Upon A Star,Viking Ship,Viking Ship
